,L1NN,L2NN,RIDGE
0.0,0.324208401495,0.31351299686,0.539714527757
0.25,1.07989868724,1.76618011152,3.84115639822
0.5,1.08061260053,1.86171322286,10.0235815314
0.75,1.27864724157,1.94268475757,17.8262452279
1.0,1.2792939479,1.90608484141,26.6101022163
1.25,1.3366822289,1.82602715022,38.1848591773
1.5,1.32158830939,1.72601383954,49.2056427509
1.75,1.33585362495,1.75916001525,64.1180473351
2.0,1.37611542983,1.78600491385,81.4763396658
2.25,1.46968526679,1.80396800611,95.1233267708
2.5,1.43903782424,1.75396838115,104.501037391
2.75,1.46671558723,1.74913119585,116.879935031
3.0,1.4236473425,1.78177853237,132.90420656
3.25,1.57008425761,1.85904783327,156.084859817
3.5,1.57680170279,1.86591399382,187.596496973
3.75,1.60550384572,1.8731980572,222.051900262
4.0,1.59870227601,1.86244397166,249.003780761
4.25,1.63134421701,1.84026077303,259.129212123
4.5,1.64008482994,1.82070257205,286.267397893
4.75,1.65518192957,1.79720002526,319.14403306
5.0,1.62208741154,1.76200623283,314.555671273
5.25,1.59640777011,1.75322358615,330.000762529
5.5,1.56975728407,1.75200104116,383.94449271
5.75,1.58735793724,1.71663125941,388.023047759
6.0,1.66679065428,1.79487717129,422.744367061
6.25,1.69356242051,1.83471901976,431.767532285
6.5,1.74412898959,1.87454292442,508.193659027
6.75,1.7946675525,1.91858416769,485.057359693
7.0,1.81899540355,1.95453566688,540.079331348
7.25,1.7432350695,1.92475930223,618.807730654
7.5,1.7453324281,1.93504137665,629.885051231
7.75,1.78037957613,2.00076247457,735.829846855
8.0,1.73294126544,1.99420372766,857.952944959
8.25,1.77375610419,1.98742322312,1055.219762
8.5,1.73707819734,1.93073945841,1057.32762471
8.75,1.77537082766,1.9879795555,1453.85573814
9.0,1.79678322688,2.02645018274,1478.64091631
9.25,1.84511475661,2.05956426833,1741.05239822
9.5,1.85253904269,2.03600585845,1781.1717064
9.75,1.81718181205,2.04493327992,2315.47950463
10.0,1.8309600759,2.09965901478,1857.03880731
