,Percent Error,kNN Score,kNN Std,DTree Score,DTree Std,SVR Score,SVR Std
4.75,4.75,0.9153065357125219,0.011660377067869801,0.8610298527471443,0.007156520292011711,0.9294233360850639,0.004256436343058618
5.0,5.0,0.913627274587417,0.009324288417090024,0.856830147676199,0.01026753263056978,0.9274062471336142,0.006574666519341354
5.5,5.5,0.9025372365570913,0.008438586455195587,0.856326087109907,0.00885458700043929,0.9228701253801269,0.006206823892122121
6.0,6.0,0.8993435359030262,0.00944975882391905,0.8438932046370186,0.008211803980685481,0.9163159268745282,0.006763937813941602
6.5,6.5,0.8932945268787617,0.00993611927042254,0.842380740709382,0.007884057007819498,0.9122825956579105,0.00451614308444463
7.0,7.0,0.8912782846135936,0.009357046440767625,0.8430518807019028,0.0037226399314211557,0.9080819027863034,0.007920132831825986
7.5,7.5,0.8753164137191402,0.014154947602519181,0.8343150660768085,0.009320173393630497,0.9095942255995597,0.007955858213621141
8.0,8.0,0.861366692772827,0.009915418398221874,0.8245671669171447,0.012991845743407664,0.9008555764875219,0.008041100729500598
8.5,8.5,0.853469508710285,0.008149032129453698,0.8188518934021973,0.012166899203414655,0.8924530618292656,0.013553595121686201
9.0,9.0,0.8522934614651906,0.008935606875209452,0.8107883354853277,0.017897948100450083,0.8894277106308518,0.014045115160588099
10.0,10.0,0.8279272414255375,0.007708777967408486,0.800367179617439,0.009564556565977466,0.8805239576939087,0.007930638746702415
13.0,13.0,0.8190192550571865,0.012058790668391427,0.7965061490591199,0.014568087740554733,0.8696004346322912,0.00945568686993384
17.0,17.0,0.7948243478751701,0.009792101499976382,0.7820495452589096,0.015088211696227571,0.8502755258274595,0.009328990608901966
20.0,20.0,0.7775165280217881,0.003874740346049111,0.7749970718766096,0.009406990422073012,0.8312878803914513,0.009058780712410739
