TrainSizeFrac,AbsTrainSize,TrainScore,TrainStd,CV-Score,CV-Std,Algorithm
0.1,1190,0.9983193277310924,0.0009205421134540575,0.912481608296661,0.004620102184035162,knn
0.2,2380,0.9974789915966387,0.001479564442156214,0.9498559206013611,0.004605693327928261,knn
0.3,3570,0.9973109243697479,0.0009474249033774623,0.9649122149363608,0.0038070772319331596,knn
0.4,4760,0.9975210084033612,0.000642733552133542,0.972642539582175,0.002597913276277273,knn
0.5,5950,0.9974453781512604,0.00026890756302520575,0.9765410669474374,0.00246361120854032,knn
0.55,6545,0.9972498090145148,0.0004634301264507995,0.9778856047625635,0.0028687931463883395,knn
0.6,7140,0.9973669467787115,0.00035871844467410787,0.978826555412222,0.0016304532617271003,knn
0.65,7735,0.9972592113768585,0.0004581782843353403,0.9805742739151422,0.0021489549537134656,knn
0.7,8330,0.9971908763505402,0.0005013352465263172,0.9813135438925318,0.002173281103333045,knn
0.75,8925,0.9965266106442577,0.0012129854209725031,0.9807757287664813,0.002032092604454038,knn
0.8,9520,0.9967436974789916,0.0011175996704428856,0.9821201310890497,0.002273164123889493,knn
0.85,10115,0.9967375185368266,0.0009866515036974855,0.9829939451763238,0.002419715922943786,knn
0.9,10710,0.9973295985060691,0.0003266639717000157,0.9841366668266233,0.0018574727772059714,knn
0.95,11305,0.9972401592215835,0.00035996443961744965,0.9848760271323848,0.002005227019364539,knn
1.0,11900,0.9973781512605042,0.0003117182687561551,0.9860186132901262,0.0019558668279344256,knn
0.1,1190,0.9983193277310924,0.0009205421134540575,0.9013911133818662,0.014580408951994648,dtree
0.2,2380,0.9971428571428571,0.0014408763192842173,0.9447469027248119,0.0069137519209665765,dtree
0.3,3570,0.9966386554621849,0.0014282967825189822,0.9601399638121959,0.004205438412617655,dtree
0.4,4760,0.996764705882353,0.0011004874666982142,0.9650468945388031,0.003906755167703863,dtree
0.5,5950,0.9969411764705882,0.0012639728186193862,0.9738521719739289,0.001784908099175139,dtree
0.55,6545,0.9965469824293354,0.001038961038961044,0.9760034776423165,0.004194609890692906,dtree
0.6,7140,0.9971428571428571,0.0009059362257028668,0.9801707319138607,0.0031746515867290084,dtree
0.65,7735,0.9965610859728506,0.0012171792936977147,0.9789617318207096,0.004168412686762109,dtree
0.7,8330,0.9959663865546219,0.0011898690701910204,0.9803055018446749,0.002160407767608399,dtree
0.75,8925,0.9961008403361344,0.0011781234221261627,0.9815153600573586,0.0012888428859231507,dtree
0.8,9520,0.9961134453781512,0.001293339829548011,0.980842865328866,0.0012583859027849272,dtree
0.85,10115,0.9971329708353929,0.0010406483335197864,0.9849427120529098,0.0021433351913503346,dtree
0.9,10710,0.997609710550887,0.00017317681597564278,0.9868252908150159,0.00278327052845316,dtree
0.95,11305,0.9975409111012826,0.0001415302963290621,0.9878334231912449,0.0025990922829230386,dtree
1.0,11900,0.9972100840336134,0.0008410081346686796,0.9883044630683984,0.0020629286575994687,dtree
0.1,1190,0.9974789915966387,0.0009205421134540575,0.9942196164996062,0.001807254747129428,svr
0.2,2380,0.9963025210084033,0.0020133022774304027,0.9954294295481041,0.0017470086512647782,svr
0.3,3570,0.9969747899159664,0.001608145668841151,0.9961689253464237,0.0018594410481875133,svr
0.4,4760,0.996890756302521,0.0016240460579905562,0.9962361522371799,0.0018691070790606413,svr
0.5,5950,0.9979495798319329,0.0004559549568487703,0.9976472846444592,0.0007667026529616963,svr
0.55,6545,0.9974025974025974,0.0012030569708192163,0.9968405619553835,0.0009652335860772319,svr
0.6,7140,0.9973949579831933,0.0012608153988713567,0.9968405619553835,0.0009652335860772319,svr
0.65,7735,0.9972592113768585,0.0012193743888870385,0.997176696409165,0.0012140258004643225,svr
0.7,8330,0.9972629051620648,0.001227546029403514,0.997176696409165,0.0012140258004643225,svr
0.75,8925,0.9971764705882352,0.0011457096274432902,0.997176696409165,0.0012140258004643225,svr
0.8,9520,0.9972689075630251,0.0010334767963234286,0.997176696409165,0.0012140258004643225,svr
0.85,10115,0.9977261492832425,0.0002578033575957623,0.9976472846444592,0.0007667026529616963,svr
0.9,10710,0.9972175536881419,0.0010252083832911862,0.9967067404724739,0.0016911623084065876,svr
0.95,11305,0.9971693940734188,0.0009992053955908552,0.9967067404724739,0.0016911623084065876,svr
1.0,11900,0.9972100840336136,0.0009733399822232427,0.9967067404724739,0.0016911623084065876,svr
