,CVL1,TrainL1,CVL2,TrainL2
0.1,0.9458042491289886,0.9480818414322251,0.46844867954693586,0.5028132992327365
0.15000000000000002,0.9837402878425054,0.9856777493606138,0.4742774765239994,0.5072463768115941
0.2,0.9846606378443358,0.985549872122762,0.471006327304324,0.5033248081841432
0.25,0.985888572175263,0.9861892583120204,0.4776534356032832,0.49892583120204603
0.30000000000000004,0.9849690052539316,0.9845694799658995,0.4711097269458988,0.49931798806479116
0.35,0.9846622566274036,0.9857508220679577,0.46886509646578906,0.499598100109609
0.4,0.986399924061813,0.9881074168797955,0.468457195560721,0.49974424552429675
0.45000000000000007,0.9870133168720816,0.9872691105427677,0.4720376532969695,0.5010514350667803
0.5,0.9873199608955521,0.9870588235294118,0.47264900843112934,0.5015856777493606
0.55,0.9873203266857129,0.9872122762148339,0.47704448425593365,0.5005812601720531
0.6,0.9874222105445748,0.9870417732310315,0.4761243429794074,0.49778346121057115
0.65,0.9877289591711028,0.9872516230572497,0.4777615367729885,0.49600629549478653
0.7000000000000001,0.9880358122404178,0.9880526123492874,0.47653454226687686,0.4961636828644501
0.75,0.9881381140306992,0.988303495311168,0.47530713063069696,0.4945609548167093
0.8,0.9883421427752562,0.9887468030690536,0.4748974532366235,0.4935421994884911
0.85,0.9886490481461003,0.9886866255453588,0.4732615652182888,0.4942380021062133
0.9,0.9887516634250136,0.9894003978402957,0.473976736803551,0.4953680022733731
0.9500000000000001,0.988853965215295,0.9893929196392517,0.47315915882494997,0.49570601696055994
1.0,0.9892625977006848,0.9899757064314028,0.4832808692905141,0.49658611430763333
