,L1NN,L2NN,RIDGE
0.0,0.324208401495,0.31351299686,0.539714527757
0.25,0.6657702042,1.05188827943,0.850065970855
0.5,0.909381365985,1.51132133327,1.83440383822
0.75,0.956576091276,1.72357337726,3.36569236741
1.0,0.932971698606,1.7049464306,4.6384755943
1.25,0.961955768006,1.93519194459,6.04125024053
1.5,0.948392785717,1.85928862923,8.01223691479
1.75,1.17786825019,1.89542090629,10.5232530981
2.0,1.0234885973,1.83789328265,11.2340179639
2.25,1.08419820789,2.00040877882,12.630912309
2.5,1.11910102404,1.89393317094,15.8698689193
2.75,1.10926312839,1.87800356453,16.8880377097
3.0,1.28585938469,2.0290848001,18.0137955502
3.25,1.27082751387,2.05672974773,21.1918781896
3.5,1.06248363451,1.69452421192,24.8656107885
3.75,1.23201160709,1.91651733298,26.3090549781
4.0,1.21576895124,1.85827520352,27.835028523
4.25,1.19969691739,1.83092369781,32.413476373
4.5,1.31902389349,1.89976551206,37.077235886
4.75,1.30713637422,1.82807096558,39.9120881957
5.0,1.40699485813,1.78291010407,43.500088615
5.25,1.37123598348,1.93193728832,47.4199264284
5.5,1.36594725242,1.98171295893,50.5993676921
5.75,1.3393559491,1.86320758554,54.7295396579
6.0,1.29594356467,1.83940742871,60.5000219728
6.25,1.35986714998,1.85108451574,66.9567446884
6.5,1.28566272653,1.83428272815,71.8203642283
6.75,1.24788527373,1.86048622559,75.7946327892
7.0,1.38498135569,1.93798529262,78.0667511578
7.25,1.38994369411,1.7939957321,79.5345635569
7.5,1.36826765174,1.88362553784,78.6816929761
7.75,1.45537091753,1.92195229962,81.4092401088
8.0,1.41098142298,1.84958031888,83.4108960863
8.25,1.47228418317,1.96237029044,89.6152690602
8.5,1.46039575855,1.94182660122,93.9435734359
8.75,1.55559567819,1.90359650546,89.8122565893
9.0,1.50720742912,1.94135898638,94.8129539014
9.25,1.45646861786,1.80928821662,101.777533515
9.5,1.4898337867,1.86479244411,107.210582563
9.75,1.52948188129,1.9381545829,105.382116187
10.0,1.52446358172,1.96085007994,109.719524256
