,TrainL1,TrainL2,TrainRR,TestL1,TestL2,TestRR,CVL1,CVL2,CVRR
346,4.26110779839,6.26659162456,0.743828385548,3.49409939683,6.8189114764,1.39284301167,6.80644732597,8.90527351462,0.951767166874
462,1.88508606038,2.96493579256,0.591483822959,2.1175908787,6.6319375309,1.45346409299,3.16471780145,5.66715400693,0.748424030626
578,1.55450546122,2.92339935248,0.480049967329,1.79907262927,5.87471489144,1.17953725316,2.87714447768,4.59379414392,0.56826141476
693,2.29557376399,3.62125346085,0.388605173241,1.64382555566,5.76528806628,0.973466272757,3.30104891663,4.63014881676,0.449842424794
809,1.42592539125,2.2424305435,0.382293655344,2.02271646165,5.85362479989,0.990878325782,2.09262486742,3.38768813087,0.431235423472
925,1.29864912324,2.19282265829,0.38622723213,2.37381260691,5.27311240929,0.875371514447,1.60261711296,2.45788147443,0.428731027004
1040,1.00298899898,2.02866652259,0.36194163548,2.10731856239,5.18236004184,0.833172003009,1.52991317143,2.51744108753,0.392009808304
1156,0.843593620558,1.82193427657,0.360650995602,2.18913452218,4.79816183697,0.765743215802,1.37582348507,2.27730668741,0.386305974812
1272,0.736127352467,1.56349787176,0.365359171391,2.1889510981,5.34936494096,0.735597708123,1.22871887085,2.17869667546,0.37872462487
1387,0.614866746383,1.43575156531,0.369107244106,2.66451807909,5.13422423424,0.722622018455,1.06923828966,1.97763213374,0.380488696612
1503,0.54013693732,1.27500277247,0.352595706182,2.36227676118,5.37643348585,0.698331437865,0.933124608193,1.92062140253,0.363047955341
1619,0.379608142395,0.96190817268,0.355147650791,2.57331896788,5.38132147633,0.68681385233,0.76178561025,1.65532302874,0.364374309661
1734,0.374196445095,0.86254936156,0.353653640222,2.47479273274,4.72336449799,0.677262770965,0.717658796699,1.48649346387,0.363558932022
1850,0.312323010179,0.66321605281,0.344828970752,2.27232935774,4.61971077141,0.649840053492,0.565415123712,1.26010959775,0.351580902092
1966,0.279407368501,0.57089113473,0.349659667607,2.42995226317,4.97392396531,0.647046559391,0.493477689956,1.149176384,0.356321597705
2081,0.256359937899,0.534485797157,0.34076304791,2.41173146652,4.77809490577,0.626670131652,0.434989370353,1.01939323538,0.346308462588
2197,0.24677475743,0.407446749765,0.346681301027,2.30204372368,4.71506950583,0.627354716831,0.394856416969,0.939632293237,0.353453143431
2313,0.249818554765,0.385695599722,0.343525031655,2.32742666146,4.80444318366,0.616474425495,0.325636963731,0.7789405004,0.351327521307
