,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm,Sparsity
0,0.6680467128753662,10.705625057220459,0.9947932420906177,-726.6778210785586,knn,0.002534256077137531
1,0.697256326675415,10.86398196220398,0.9946972781267137,-720.6072519782033,knn,0.002534256077137531
2,0.7164199352264404,10.746094703674316,0.9948065615770119,-707.1144778779463,knn,0.002534256077137531
3,0.7387101650238037,10.881541967391968,0.9951633063191112,-706.5618642502817,knn,0.002534256077137531
4,0.40996265411376953,5.637016773223877,0.9953810735385009,-677.303995703549,knn,0.002534256077137531
5,0.5214753150939941,0.0066127777099609375,0.9988502930272916,-118.79717069892499,dtree,0.002534256077137531
6,0.5305576324462891,0.006459236145019531,0.9989720668228608,-104.22043514784973,dtree,0.002534256077137531
7,0.5729849338531494,0.004869699478149414,0.9985780763029805,-130.63674285714308,dtree,0.002534256077137531
8,0.5058035850524902,0.0051250457763671875,0.9988134340747078,-127.16220168067252,dtree,0.002534256077137531
9,0.3484036922454834,0.003730297088623047,0.9989561593896178,-100.18110924369775,dtree,0.002534256077137531
10,90.52011036872864,12.7642183303833,0.9900173569732184,-1176.1603577210892,svr,0.002534256077137531
11,80.4026391506195,12.900884866714478,0.9897162220009922,-1209.3802005703128,svr,0.002534256077137531
12,93.50658512115479,8.663896799087524,0.9904712853574179,-1155.0003935157915,svr,0.002534256077137531
13,80.57563161849976,13.062105655670166,0.9914619981042341,-1100.6706341716865,svr,0.002534256077137531
14,58.36961507797241,8.110454082489014,0.9908892077919366,-1113.4412124627563,svr,0.002534256077137531
15,0.6991112232208252,10.58481240272522,0.9947587442445461,-730.8121320344609,knn,0.01878810501430883
16,0.7087969779968262,10.571685075759888,0.9946133153642019,-722.972455786352,knn,0.01878810501430883
17,0.7239673137664795,10.538645267486572,0.9946725622324963,-710.6399798965567,knn,0.01878810501430883
18,0.7238082885742188,10.491888046264648,0.9951418985858316,-711.9504143077334,knn,0.01878810501430883
19,0.34415555000305176,5.419659852981567,0.995267961780446,-682.1463025417379,knn,0.01878810501430883
20,0.5154552459716797,0.006769418716430664,0.9985486102740689,-145.13037634408622,dtree,0.01878810501430883
21,0.48018455505371094,0.006610870361328125,0.9989556136024709,-104.15968918010776,dtree,0.01878810501430883
22,0.49324584007263184,0.006152153015136719,0.9983832771737179,-132.62977142857162,dtree,0.01878810501430883
23,0.4687983989715576,0.005052804946899414,0.998785366115447,-124.91165714285735,dtree,0.01878810501430883
24,0.3187105655670166,0.003909111022949219,0.9989166140480185,-115.88076302521029,dtree,0.01878810501430883
25,77.05974197387695,13.029120445251465,0.9900945102296249,-1173.755773607107,svr,0.01878810501430883
26,74.15743517875671,13.275757789611816,0.9897166011062455,-1208.5018659588243,svr,0.01878810501430883
27,89.92185735702515,8.306533336639404,0.990314342390148,-1163.715414170323,svr,0.01878810501430883
28,75.94370150566101,13.69094967842102,0.9913719201315012,-1102.9480442778342,svr,0.01878810501430883
29,46.78798294067383,7.996159791946411,0.9908459956614163,-1119.1528902128507,svr,0.01878810501430883
30,0.6753580570220947,10.704845666885376,0.9948639000356436,-719.8590716847356,knn,0.08762919771916955
31,0.7948229312896729,10.450173377990723,0.9947656399176432,-715.169687920649,knn,0.08762919771916955
32,0.725003719329834,10.214386463165283,0.9947042792647252,-713.1827508911722,knn,0.08762919771916955
33,0.7406792640686035,10.554115772247314,0.9951114969964043,-712.906101279488,knn,0.08762919771916955
