,fit_time,score_time,test_accuracy,Algorithm,Sparsity
68,0.4061143398284912,0.005170583724975586,0.9889075630252101,dtree,0.2307946437382279
69,0.26532816886901855,0.004826784133911133,0.986890756302521,dtree,0.2307946437382279
70,16.507028818130493,0.7019369602203369,0.9694323144104804,svr,0.2307946437382279
71,17.432933807373047,0.45657944679260254,0.9714285714285714,svr,0.2307946437382279
72,15.963043928146362,0.6846954822540283,0.9690756302521009,svr,0.2307946437382279
73,15.839154720306396,0.6845293045043945,0.9653781512605042,svr,0.2307946437382279
74,10.850269556045532,0.44405245780944824,0.9700840336134454,svr,0.2307946437382279
75,0.6946485042572021,4.583754301071167,0.9741350352704065,knn,0.2989120718973598
76,0.7265300750732422,4.456988573074341,0.9697478991596639,knn,0.2989120718973598
77,0.7768073081970215,4.425649166107178,0.9660504201680672,knn,0.2989120718973598
78,0.7171378135681152,4.388023138046265,0.9734453781512605,knn,0.2989120718973598
79,0.3679845333099365,2.360347032546997,0.972436974789916,knn,0.2989120718973598
80,0.38152122497558594,0.008982181549072266,0.9821968424588512,dtree,0.2989120718973598
81,0.3414170742034912,0.008783817291259766,0.9852100840336134,dtree,0.2989120718973598
82,0.3715178966522217,0.008344411849975586,0.9852100840336134,dtree,0.2989120718973598
83,0.3717029094696045,0.005572319030761719,0.9784873949579832,dtree,0.2989120718973598
84,0.2386479377746582,0.0048961639404296875,0.9774789915966386,dtree,0.2989120718973598
85,21.037504196166992,0.9954516887664795,0.9556600604635539,svr,0.2989120718973598
86,21.608367204666138,0.7795901298522949,0.9549579831932773,svr,0.2989120718973598
87,21.924342155456543,0.7868630886077881,0.9475630252100841,svr,0.2989120718973598
88,18.64246940612793,0.963472843170166,0.9502521008403362,svr,0.2989120718973598
89,12.563106298446655,0.6297435760498047,0.9526050420168067,svr,0.2989120718973598
90,0.6996028423309326,4.743239402770996,0.9748068525361102,knn,0.3704905044056297
91,0.7315139770507812,4.731216192245483,0.9734453781512605,knn,0.3704905044056297
92,0.7247922420501709,4.704337120056152,0.9660504201680672,knn,0.3704905044056297
93,0.7339882850646973,4.716304063796997,0.971764705882353,knn,0.3704905044056297
94,0.37210798263549805,2.524651288986206,0.9677310924369747,knn,0.3704905044056297
95,0.3002164363861084,0.008729219436645508,0.9785018474974807,dtree,0.3704905044056297
96,0.32880401611328125,0.008812427520751953,0.9781512605042016,dtree,0.3704905044056297
97,0.33585572242736816,0.008722305297851562,0.9771428571428571,dtree,0.3704905044056297
98,0.32994747161865234,0.00547337532043457,0.9828571428571429,dtree,0.3704905044056297
99,0.20348501205444336,0.0049517154693603516,0.9747899159663865,dtree,0.3704905044056297
100,21.27965259552002,0.9549858570098877,0.9341619079610346,svr,0.3704905044056297
101,20.27711319923401,1.2989542484283447,0.9374789915966386,svr,0.3704905044056297
102,20.336496591567993,1.273552417755127,0.9304201680672269,svr,0.3704905044056297
103,20.207435131072998,1.2721238136291504,0.9304201680672269,svr,0.3704905044056297
104,13.420433282852173,0.8809137344360352,0.9307563025210084,svr,0.3704905044056297
105,0.890526533126831,4.801781415939331,0.9798454820288881,knn,0.4438723776098762
106,0.7126758098602295,4.660614967346191,0.9778151260504202,knn,0.4438723776098762
107,0.8008301258087158,4.81213641166687,0.9754621848739495,knn,0.4438723776098762
108,0.7587687969207764,4.689286708831787,0.9794957983193278,knn,0.4438723776098762
109,0.46687746047973633,2.533052444458008,0.9764705882352941,knn,0.4438723776098762
110,0.30234336853027344,0.008580684661865234,0.9835404769902586,dtree,0.4438723776098762
111,0.33705997467041016,0.008388996124267578,0.9831932773109243,dtree,0.4438723776098762
112,0.3208479881286621,0.005718708038330078,0.9801680672268908,dtree,0.4438723776098762
113,0.30808520317077637,0.008339166641235352,0.9842016806722689,dtree,0.4438723776098762
114,0.21129226684570312,0.004915952682495117,0.9788235294117648,dtree,0.4438723776098762
115,19.868241786956787,1.443422794342041,0.9103123950285522,svr,0.4438723776098762
116,21.212202072143555,0.9759063720703125,0.9176470588235294,svr,0.4438723776098762
117,19.749976873397827,1.4799799919128418,0.9132773109243697,svr,0.4438723776098762
118,18.41805100440979,1.4190740585327148,0.9189915966386555,svr,0.4438723776098762
119,12.634104013442993,0.9091651439666748,0.9102521008403361,svr,0.4438723776098762
120,0.7329626083374023,5.583899259567261,0.9805172992945919,knn,0.5491884516868106
121,0.7212772369384766,5.429814577102661,0.9794957983193278,knn,0.5491884516868106
122,0.7135083675384521,5.257406711578369,0.9774789915966386,knn,0.5491884516868106
123,0.7676057815551758,5.36283540725708,0.9798319327731092,knn,0.5491884516868106
124,0.5526382923126221,3.5363869667053223,0.9818487394957983,knn,0.5491884516868106
125,0.295255184173584,0.008300065994262695,0.9805172992945919,dtree,0.5491884516868106
126,0.30390167236328125,0.00881052017211914,0.9821848739495799,dtree,0.5491884516868106
127,0.30396366119384766,0.00822138786315918,0.9818487394957983,dtree,0.5491884516868106
128,0.3004786968231201,0.005262136459350586,0.9831932773109243,dtree,0.5491884516868106
129,0.18330049514770508,0.00504302978515625,0.9801680672268908,dtree,0.5491884516868106
130,20.257920503616333,1.4744527339935303,0.9103123950285522,svr,0.5491884516868106
131,20.2563316822052,1.7139482498168945,0.9173109243697479,svr,0.5491884516868106
132,18.242340803146362,1.9101252555847168,0.9152941176470588,svr,0.5491884516868106
133,22.243506908416748,0.9526143074035645,0.9173109243697479,svr,0.5491884516868106
134,13.924422264099121,0.9106857776641846,0.9139495798319328,svr,0.5491884516868106
135,0.7876338958740234,6.426711320877075,0.98018139066174,knn,0.5924796093927653
136,0.7916965484619141,6.384158134460449,0.9774789915966386,knn,0.5924796093927653
137,0.8995616436004639,6.379531145095825,0.9768067226890756,knn,0.5924796093927653
138,0.9069333076477051,6.477707862854004,0.9801680672268908,knn,0.5924796093927653
139,0.43821096420288086,3.2617948055267334,0.9801680672268908,knn,0.5924796093927653
140,0.26665234565734863,0.008516788482666016,0.9805172992945919,dtree,0.5924796093927653
141,0.2855679988861084,0.009302377700805664,0.9805042016806723,dtree,0.5924796093927653
142,0.2859957218170166,0.008342504501342773,0.9791596638655462,dtree,0.5924796093927653
143,0.2896430492401123,0.0051898956298828125,0.9842016806722689,dtree,0.5924796093927653
144,0.1687757968902588,0.004906177520751953,0.9791596638655462,dtree,0.5924796093927653
145,19.286784887313843,1.4940297603607178,0.9086328518642929,svr,0.5924796093927653
146,21.01881766319275,0.9731671810150146,0.9173109243697479,svr,0.5924796093927653
147,17.25326919555664,1.5037412643432617,0.9136134453781513,svr,0.5924796093927653
148,20.03372025489807,1.5139954090118408,0.9193277310924369,svr,0.5924796093927653
149,11.65893292427063,0.9148039817810059,0.9149579831932773,svr,0.5924796093927653
150,0.7082922458648682,6.182483196258545,0.9785018474974807,knn,0.6574649716326358
151,0.7481811046600342,6.121187448501587,0.973109243697479,knn,0.6574649716326358
152,0.7433743476867676,6.1830644607543945,0.9710924369747899,knn,0.6574649716326358
153,0.7777140140533447,6.138644456863403,0.9734453781512605,knn,0.6574649716326358
154,0.3613460063934326,3.2628087997436523,0.9697478991596639,knn,0.6574649716326358
155,0.24228906631469727,0.008823394775390625,0.9815250251931474,dtree,0.6574649716326358
156,0.2271277904510498,0.008815288543701172,0.9805042016806723,dtree,0.6574649716326358
157,0.22582221031188965,0.005639314651489258,0.9815126050420168,dtree,0.6574649716326358
158,0.25416088104248047,0.005633831024169922,0.9842016806722689,dtree,0.6574649716326358
159,0.17933893203735352,0.004983425140380859,0.9757983193277311,dtree,0.6574649716326358
160,23.36458110809326,1.7705481052398682,0.8975478669801814,svr,0.6574649716326358
161,27.622106313705444,1.0938262939453125,0.8991596638655462,svr,0.6574649716326358
162,23.20140767097473,1.8167223930358887,0.893781512605042,svr,0.6574649716326358
163,21.78116774559021,1.7090213298797607,0.9015126050420168,svr,0.6574649716326358
164,16.211130619049072,1.0596909523010254,0.895126050420168,svr,0.6574649716326358
165,0.7476706504821777,6.3668739795684814,0.9099764863957004,knn,0.7363987534663674
166,0.7339067459106445,6.255117177963257,0.9105882352941177,knn,0.7363987534663674
167,0.7450511455535889,6.324611186981201,0.9132773109243697,knn,0.7363987534663674
168,0.7480554580688477,6.26453423500061,0.9173109243697479,knn,0.7363987534663674
169,0.39844346046447754,3.376889705657959,0.9166386554621849,knn,0.7363987534663674
170,0.1908104419708252,0.01257944107055664,0.9365132683909977,dtree,0.7363987534663674
171,0.21167540550231934,0.008363008499145508,0.9347899159663866,dtree,0.7363987534663674
172,0.21391916275024414,0.008361577987670898,0.9354621848739496,dtree,0.7363987534663674
173,0.20285511016845703,0.0052700042724609375,0.9415126050420168,dtree,0.7363987534663674
174,0.14067363739013672,0.0048677921295166016,0.9374789915966386,dtree,0.7363987534663674
175,40.998152017593384,1.3750970363616943,0.8599261001007726,svr,0.7363987534663674
176,31.3297176361084,2.1580309867858887,0.8638655462184874,svr,0.7363987534663674
177,36.229974031448364,2.0419156551361084,0.8581512605042017,svr,0.7363987534663674
178,35.59343886375427,2.2844600677490234,0.8635294117647059,svr,0.7363987534663674
179,21.9517605304718,1.3650805950164795,0.8631932773109243,svr,0.7363987534663674
180,0.7578597068786621,6.351465463638306,0.8784010749076251,knn,0.8070089628571306
181,0.7884106636047363,6.32245397567749,0.8840336134453781,knn,0.8070089628571306
182,0.754274845123291,6.333034515380859,0.8292436974789916,knn,0.8070089628571306
183,0.7957966327667236,6.421350002288818,0.826218487394958,knn,0.8070089628571306
184,0.3914530277252197,3.4523491859436035,0.825546218487395,knn,0.8070089628571306
185,0.18257856369018555,0.008505105972290039,0.8804165267047364,dtree,0.8070089628571306
186,0.1877269744873047,0.008680582046508789,0.8836974789915967,dtree,0.8070089628571306
187,0.20225167274475098,0.008547306060791016,0.8900840336134453,dtree,0.8070089628571306
188,0.1910381317138672,0.0052373409271240234,0.8877310924369748,dtree,0.8070089628571306
189,0.12601757049560547,0.004956722259521484,0.8803361344537816,dtree,0.8070089628571306
190,36.35767936706543,1.807098388671875,0.8199529727914008,svr,0.8070089628571306
191,33.360503911972046,2.8496522903442383,0.826890756302521,svr,0.8070089628571306
192,32.12173867225647,2.746227502822876,0.8265546218487395,svr,0.8070089628571306
193,36.06927013397217,2.493555784225464,0.8265546218487395,svr,0.8070089628571306
194,20.162813186645508,1.6634230613708496,0.8171428571428572,svr,0.8070089628571306
195,0.7607786655426025,6.4173948764801025,0.8488411152166611,knn,0.830864149858628
196,0.7777652740478516,6.333879232406616,0.8594957983193278,knn,0.830864149858628
197,0.7559106349945068,6.237780809402466,0.7902521008403361,knn,0.830864149858628
198,0.7525777816772461,6.144965171813965,0.787563025210084,knn,0.830864149858628
199,0.43244504928588867,3.4572627544403076,0.7929411764705883,knn,0.830864149858628
200,0.17192649841308594,0.01335597038269043,0.8522002015451797,dtree,0.830864149858628
201,0.18363308906555176,0.009611845016479492,0.8581512605042017,dtree,0.830864149858628
202,0.17897653579711914,0.008856773376464844,0.8605042016806723,dtree,0.830864149858628
203,0.19188618659973145,0.005830049514770508,0.8591596638655462,dtree,0.830864149858628
204,0.10837578773498535,0.0049076080322265625,0.8541176470588235,dtree,0.830864149858628
205,53.50049448013306,1.9305694103240967,0.804501175680215,svr,0.830864149858628
206,41.83007073402405,2.8592469692230225,0.8117647058823529,svr,0.830864149858628
207,47.27735948562622,2.9463467597961426,0.8087394957983193,svr,0.830864149858628
208,48.90630507469177,3.0483639240264893,0.8087394957983193,svr,0.830864149858628
209,36.02130055427551,1.791374921798706,0.8016806722689076,svr,0.830864149858628
210,0.7695930004119873,6.453478574752808,0.641249580114209,knn,0.9148063768290049
211,0.7490603923797607,6.550877571105957,0.7163025210084034,knn,0.9148063768290049
212,0.7326278686523438,6.560577630996704,0.731764705882353,knn,0.9148063768290049
213,0.7606663703918457,6.508297443389893,0.7300840336134454,knn,0.9148063768290049
214,0.42224907875061035,3.549872875213623,0.72,knn,0.9148063768290049
215,0.08653569221496582,0.0084075927734375,0.7222035606315083,dtree,0.9148063768290049
216,0.1161508560180664,0.008621931076049805,0.7210084033613445,dtree,0.9148063768290049
217,0.11497759819030762,0.008731603622436523,0.7334453781512605,dtree,0.9148063768290049
218,0.09160470962524414,0.005285978317260742,0.733109243697479,dtree,0.9148063768290049
219,0.08894658088684082,0.0049245357513427734,0.7196638655462185,dtree,0.9148063768290049
220,36.75959539413452,3.066970109939575,0.710446758481693,svr,0.9148063768290049
221,30.832586765289307,4.080022573471069,0.7149579831932773,svr,0.9148063768290049
222,34.652443647384644,3.468560218811035,0.717983193277311,svr,0.9148063768290049
223,31.892830848693848,4.097421646118164,0.7189915966386554,svr,0.9148063768290049
224,21.112895011901855,2.3993828296661377,0.7159663865546219,svr,0.9148063768290049
