TrainSizeFrac,AbsTrainSize,TrainScore,TrainStd,CV-Score,CV-Std,Algorithm
0.1,1190,0.9978151260504202,0.001365384605821165,0.9003161379982497,0.00990164041310257,knn
0.2,2380,0.9973109243697479,0.0010153820145877754,0.9212206975529436,0.004806711997338117,knn
0.3,3570,0.9975910364145658,0.0010717717910201077,0.936411445290527,0.003866688395457327,knn
0.4,4760,0.997563025210084,0.0007586331968599885,0.9453514023588914,0.0040209912474292045,knn
0.5,5950,0.9975798319327731,0.0005684549420264698,0.950661400718823,0.00466217989959215,knn
0.55,6545,0.9975553857906799,0.0005716818008821816,0.9529466632868736,0.004902366046656524,knn
0.6,7140,0.9976190476190476,0.00037580974411761036,0.9555009011869929,0.005170034565434,knn
0.65,7735,0.9976470588235294,0.0003955283397744874,0.9573155754437923,0.005549001805790653,knn
0.7,8330,0.9976710684273711,0.0003274473396635276,0.9588616810891223,0.005517375692794229,knn
0.75,8925,0.9977142857142857,0.00020781217917076127,0.9603405598285043,0.005070015657838123,knn
0.8,9520,0.9977310924369748,0.00010712225868892367,0.9621556860612218,0.003819628162444464,knn
0.85,10115,0.9977261492832428,0.00012505299694189767,0.9630968174284054,0.0033643125770168227,knn
0.9,10710,0.9977964519140989,0.00013974444021564624,0.9647103533779608,0.0018094388299531182,knn
0.95,11305,0.9978239716939408,0.0001437246953495956,0.9661891869227895,0.0017135025696746928,knn
1.0,11901,0.9979161415007143,0.00013444248382490085,0.9673990224851032,0.0020774895246884555,knn
0.1,1190,0.9988235294117647,0.0008569780695113894,0.9231046100024493,0.008830264745397484,dtree
0.2,2380,0.9978991596638656,0.0007030756525496409,0.945284424319221,0.004710326691464641,dtree
0.3,3570,0.9979271708683474,0.0008422014777799919,0.9627611122545205,0.003484964062410855,dtree
0.4,4760,0.9981932773109243,0.000557415931152166,0.9674674469631659,0.004998952204310731,dtree
0.5,5950,0.9981176470588237,0.0003891037614383328,0.9740538977332477,0.002598083699899681,dtree
0.55,6545,0.9979220779220779,0.0005601314829587193,0.9764071102745282,0.005516787714251776,dtree
0.6,7140,0.9979271708683474,0.0005344197206817604,0.9760038391823744,0.005722829813093281,dtree
0.65,7735,0.9979831932773109,0.0004668511980676852,0.9784907373800552,0.00251112742930863,dtree
0.7,8330,0.9981032412965186,0.0002327817458543391,0.9804396168407272,0.0017706936002666812,dtree
0.75,8925,0.998140056022409,0.00020781217917077564,0.9815818413661754,0.0026109238396313512,dtree
0.8,9520,0.9981722689075629,0.00018314701443448143,0.9847417315235095,0.0009136555376645856,dtree
0.85,10115,0.9980622837370243,0.0004128643206687359,0.9853469543489132,0.002417057043620337,dtree
0.9,10710,0.9980952380952381,0.0001627973461639835,0.9854140908809453,0.0019980743105986773,dtree
0.95,11305,0.997859354268023,0.00020479145338858187,0.9863552674274908,0.002075290767892961,dtree
1.0,11901,0.9978993361902362,0.00019161002018303975,0.9854141360754989,0.0021711813138857085,dtree
0.1,1190,0.984873949579832,0.004446640858932119,0.9801704833049344,0.0022215111468435467,svr
0.2,2380,0.9857983193277311,0.0017905273741733413,0.9860859078885476,0.0021840046077593296,svr
0.3,3570,0.9885714285714287,0.0011260364841591995,0.9878333326649097,0.0019311965679349146,svr
0.4,4760,0.9894957983193278,0.0009011601088036613,0.9893121210151848,0.0016944303771321534,svr
0.5,5950,0.9898487394957984,0.0007709139456255467,0.9899843221537047,0.0024194078039652244,svr
0.55,6545,0.9905271199388845,0.0008479411413605071,0.9903204114585071,0.0020992733666133573,svr
0.6,7140,0.9903921568627452,0.0009646596839060226,0.9904548878448921,0.002101187224991042,svr
0.65,7735,0.9907692307692308,0.0007782762478754936,0.9904548878448921,0.002101187224991042,svr
0.7,8330,0.9909003601440576,0.000843417434345767,0.9907909319399495,0.002335600652191165,svr
0.75,8925,0.9909467787114845,0.0010918478624161257,0.9909253405421001,0.002290815137745891,svr
0.8,9520,0.9910504201680673,0.000999611533896662,0.991127043834433,0.0020467191558879946,svr
0.85,10115,0.9911220958971825,0.0008695455631160187,0.9911269986398794,0.0021960676218479884,svr
0.9,10710,0.9912418300653595,0.0006398446946409618,0.9912614750262645,0.0021896705728427146,svr
0.95,11305,0.9913666519239275,0.000511519939665696,0.9912614750262645,0.0021896705728427146,svr
1.0,11901,0.9913788757247289,0.000503037712699629,0.9914631783185973,0.0020129998838935193,svr
