,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.06143999099731445,0.0011386871337890625,0.9995521957239373,-0.5991940604522381,dtree
1,0.04631352424621582,0.0006201267242431641,0.9986814250172477,-1.0306918767222626,dtree
2,0.03630375862121582,0.0006148815155029297,0.9999429861840612,-0.14241521624365483,dtree
3,0.03376603126525879,0.0005972385406494141,0.9989856093145784,-0.9850010616388688,dtree
4,0.03231334686279297,0.0006062984466552734,0.9995278626534694,-0.45712233966642496,dtree
5,0.03474783897399902,0.0005981922149658203,0.9998219503217045,-0.25915146287164614,dtree
6,0.0339207649230957,0.0005955696105957031,0.9998598446479566,-0.1176184463232912,dtree
7,0.03459739685058594,0.0007259845733642578,0.9992733088521407,-0.7757509543002916,dtree
8,0.03548765182495117,0.0006270408630371094,0.9998569001195579,-0.1889751237244898,dtree
9,0.03370928764343262,0.0006010532379150391,0.9995014135804634,-0.5410595426749271,dtree
0,0.004070758819580078,0.0005979537963867188,0.9998638820275824,-0.1170278121827411,xtree
1,0.003923892974853516,0.0005786418914794922,0.9999849897629345,-0.03579368527918783,xtree
2,0.003961801528930664,0.0005848407745361328,0.9998755216551684,-0.11701822372771051,xtree
3,0.003996372222900391,0.0005729198455810547,0.971839257352115,-1.9253820580130527,xtree
4,0.004127025604248047,0.0005905628204345703,0.999949622317775,-0.14238668121827414,xtree
5,0.0043032169342041016,0.0005784034729003906,0.9997197849770962,-0.30481248477157363,xtree
6,0.004006624221801758,0.0005757808685302734,0.999541493961563,-0.4134961617265955,xtree
7,0.003942728042602539,0.0005769729614257812,0.9998098079410811,-0.2961281607142857,xtree
8,0.004340648651123047,0.0005741119384765625,0.9998546596555867,-0.1890233673469388,xtree
9,0.003933906555175781,0.0005815029144287109,0.9998464996759311,-0.18903044897959187,xtree
0,0.01253652572631836,0.0009591579437255859,0.937759932330443,-21.16406803973566,bayes
1,0.013096332550048828,0.0009410381317138672,0.944277753548433,-23.61899050272192,bayes
2,0.01255035400390625,0.0009620189666748047,0.924846567900742,-22.207911278936756,bayes
3,0.012830972671508789,0.0009424686431884766,0.9482374591875288,-22.497230634345534,bayes
4,0.01284337043762207,0.000982522964477539,0.9152803822366982,-24.77797087081875,bayes
5,0.013025522232055664,0.000978708267211914,0.9322666984883937,-27.430049853177277,bayes
6,0.012760400772094727,0.0009775161743164062,0.9278607194043526,-24.253117451046556,bayes
7,0.012966632843017578,0.0009791851043701172,0.9533728927864715,-19.890600745725287,bayes
8,0.012618541717529297,0.0009658336639404297,0.9386853378282476,-21.54260035112936,bayes
9,0.013000011444091797,0.0009493827819824219,0.9342953047509319,-23.5328022684418,bayes
