,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.019672393798828125,0.0010936260223388672,1.0,-0.0,dtree
1,0.022100210189819336,0.0010685920715332031,1.0,-0.0,dtree
2,0.0163266658782959,0.0009109973907470703,1.0,-0.0,dtree
3,0.016366004943847656,0.000732421875,1.0,-0.0,dtree
4,0.010732173919677734,0.0005838871002197266,1.0,-0.0,dtree
5,0.01119232177734375,0.0006465911865234375,1.0,-0.0,dtree
6,0.011446714401245117,0.0006341934204101562,1.0,-0.0,dtree
7,0.011238574981689453,0.0006289482116699219,1.0,-0.0,dtree
8,0.010874271392822266,0.0006310939788818359,1.0,-0.0,dtree
9,0.011489629745483398,0.0006151199340820312,1.0,-0.0,dtree
0,0.0015840530395507812,0.0006237030029296875,1.0,-0.0,xtree
1,0.0015099048614501953,0.0006151199340820312,1.0,-0.0,xtree
2,0.0015120506286621094,0.0006148815155029297,1.0,-0.0,xtree
3,0.0015134811401367188,0.0006358623504638672,1.0,-0.0,xtree
4,0.0015339851379394531,0.0006122589111328125,1.0,-0.0,xtree
5,0.0015230178833007812,0.0006129741668701172,1.0,-0.0,xtree
6,0.0015497207641601562,0.0006277561187744141,1.0,-0.0,xtree
7,0.0014946460723876953,0.0006117820739746094,1.0,-0.0,xtree
8,0.001552581787109375,0.0006113052368164062,1.0,-0.0,xtree
9,0.0015506744384765625,0.0006227493286132812,1.0,-0.0,xtree
0,0.007600069046020508,0.0009255409240722656,0.9999999873499441,-0.43438305397593086,bayes
1,0.009057283401489258,0.0009517669677734375,0.999999987835723,-0.42074301392279445,bayes
2,0.00896906852722168,0.0009281635284423828,0.9999999887311921,-0.4030634823119112,bayes
3,0.00939798355102539,0.000885009765625,0.9999999889731044,-0.4183765808114276,bayes
4,0.009771108627319336,0.0009505748748779297,0.999999989204604,-0.40569368836783637,bayes
5,0.009500503540039062,0.0008807182312011719,0.9999999878249671,-0.4283998898274269,bayes
6,0.009569883346557617,0.0009453296661376953,0.999999987135912,-0.407439278434119,bayes
7,0.009428024291992188,0.0008971691131591797,0.999999986763251,-0.39671370646283555,bayes
8,0.009983301162719727,0.0009789466857910156,0.9999999869501613,-0.4324128854715633,bayes
9,0.009297370910644531,0.0009083747863769531,0.9999999901370453,-0.3788072412883162,bayes
