,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.17710638046264648,0.0010306835174560547,0.9835020356338594,-0.02127448909170318,dtree
1,0.17072105407714844,0.0010402202606201172,0.9866436837713528,-0.017447782425599835,dtree
2,0.1729130744934082,0.0009493827819824219,0.9819352735270616,-0.024929184788669803,dtree
3,0.17249369621276855,0.0010845661163330078,0.9910694550219815,-0.014519581487511778,dtree
4,0.17516875267028809,0.0010101795196533203,0.9901370763663045,-0.014541398048153116,dtree
5,0.16660642623901367,0.0009789466857910156,0.9850609097750511,-0.01821650399290175,dtree
6,0.179548978805542,0.001039266586303711,0.9968575082877319,-0.006637512147716465,dtree
7,0.1788949966430664,0.0010600090026855469,0.9881480474981853,-0.01581489716509201,dtree
8,0.17958855628967285,0.0010001659393310547,0.9940509229337358,-0.010040856031128663,dtree
9,0.17336225509643555,0.0009677410125732422,0.976162102300107,-0.031133902892911767,dtree
0,0.025615453720092773,0.0009489059448242188,0.9833404499473115,-0.024080244342635174,xtree
1,0.026119470596313477,0.0010914802551269531,0.9830922469976819,-0.025418937761440216,xtree
2,0.026798009872436523,0.0010433197021484375,0.99063700134355,-0.016590426915233148,xtree
3,0.026560068130493164,0.0010535717010498047,0.9888891787569988,-0.016433430515063345,xtree
4,0.024605274200439453,0.0009543895721435547,0.9886188640155086,-0.014516133575583677,xtree
5,0.02726125717163086,0.0010385513305664062,0.9825313969537268,-0.02642410469067861,xtree
6,0.02744007110595703,0.0010936260223388672,0.9833656511374124,-0.02634864297685968,xtree
7,0.02996659278869629,0.0010764598846435547,0.9885118763801614,-0.01847334965785614,xtree
8,0.026819467544555664,0.0010409355163574219,0.9708557974866888,-0.03655628322463991,xtree
9,0.026886463165283203,0.0009512901306152344,0.9827472390097491,-0.02158977209560886,xtree
0,0.04208636283874512,0.0013322830200195312,0.9271639408879391,-0.2532108026971567,bayes
1,0.047536373138427734,0.0013210773468017578,0.92831476256248,-0.2520600181711544,bayes
2,0.04488849639892578,0.001355886459350586,0.9179124233999616,-0.26490680128958505,bayes
3,0.04878854751586914,0.0015902519226074219,0.9125916990145682,-0.2644678147955927,bayes
4,0.04423213005065918,0.0012807846069335938,0.9274820326630391,-0.24869209762751532,bayes
5,0.07081794738769531,0.0025186538696289062,0.9295486711743537,-0.24578638336750233,bayes
6,0.07111573219299316,0.002382516860961914,0.9225536626789709,-0.25942436703310756,bayes
7,0.07088589668273926,0.0012912750244140625,0.932761200441205,-0.24636682919394792,bayes
8,0.07216620445251465,0.0015444755554199219,0.9270502723021525,-0.24842096771296288,bayes
9,0.07149219512939453,0.0013275146484375,0.9208822323877308,-0.26110157709728643,bayes
