,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.04238295555114746,0.0009829998016357422,1.0,-0.0,dtree
1,0.03901028633117676,0.0010080337524414062,1.0,-0.0,dtree
2,0.03722214698791504,0.0009732246398925781,1.0,-0.0,dtree
3,0.03887629508972168,0.0009999275207519531,1.0,-0.0,dtree
4,0.038417816162109375,0.0009908676147460938,1.0,-0.0,dtree
5,0.034212350845336914,0.0009672641754150391,1.0,-0.0,dtree
6,0.03718066215515137,0.0009839534759521484,1.0,-0.0,dtree
7,0.037621498107910156,0.0010094642639160156,1.0,-0.0,dtree
8,0.036408185958862305,0.0009796619415283203,1.0,-0.0,dtree
9,0.03574180603027344,0.0009987354278564453,1.0,-0.0,dtree
0,0.011556625366210938,0.0009889602661132812,1.0,-0.0,xtree
1,0.011345386505126953,0.0009684562683105469,1.0,-0.0,xtree
2,0.011547565460205078,0.000993967056274414,1.0,-0.0,xtree
3,0.011284351348876953,0.0009708404541015625,1.0,-0.0,xtree
4,0.011837959289550781,0.000986337661743164,1.0,-0.0,xtree
5,0.011315345764160156,0.0009462833404541016,1.0,-0.0,xtree
6,0.011540889739990234,0.0009562969207763672,1.0,-0.0,xtree
7,0.01145482063293457,0.0009636878967285156,1.0,-0.0,xtree
8,0.011542081832885742,0.0009515285491943359,1.0,-0.0,xtree
9,0.011707067489624023,0.0010993480682373047,1.0,-0.0,xtree
0,0.0496518611907959,0.0022439956665039062,0.9999999799617642,-1.8938941395951718,bayes
1,0.07006525993347168,0.0024068355560302734,0.9999999796854075,-1.9512872723850154,bayes
2,0.0710146427154541,0.002510547637939453,0.9999999804005274,-1.9020416276477092,bayes
3,0.06264853477478027,0.0013201236724853516,0.9999999802839514,-1.9392882882615023,bayes
4,0.04456138610839844,0.0013356208801269531,0.9999999827316555,-1.7906569084496438,bayes
5,0.04224276542663574,0.0013713836669921875,0.9999999816685818,-1.8708186741698407,bayes
6,0.0421147346496582,0.0012867450714111328,0.9999999800756393,-1.9337339595784,bayes
7,0.041937828063964844,0.001298666000366211,0.9999999801999866,-1.9612230485168864,bayes
8,0.05737423896789551,0.0023584365844726562,0.9999999787700208,-1.9250134986231413,bayes
9,0.07183241844177246,0.002390623092651367,0.9999999817081939,-1.8429887770264441,bayes
