,fit_time,score_time,test_accuracy,Algorithm
0,0.007050514221191406,0.0007500648498535156,0.9848484848484849,dtree
1,0.007277011871337891,0.00043511390686035156,1.0,dtree
2,0.007288455963134766,0.0005648136138916016,0.9847715736040609,dtree
3,0.008619070053100586,0.0004532337188720703,0.9949238578680203,dtree
4,0.006365060806274414,0.00040149688720703125,0.9746192893401016,dtree
5,0.006640195846557617,0.00039005279541015625,0.9796954314720813,dtree
6,0.007847785949707031,0.00039649009704589844,0.9744897959183674,dtree
7,0.0084686279296875,0.0003905296325683594,0.9897959183673469,dtree
8,0.007843971252441406,0.00038886070251464844,0.9948717948717949,dtree
9,0.007048368453979492,0.00041365623474121094,0.9794871794871794,dtree
0,0.0052645206451416016,0.00040268898010253906,0.9747474747474747,xtree
1,0.00525212287902832,0.0003807544708251953,0.9949494949494949,xtree
2,0.005237579345703125,0.00038051605224609375,0.9796954314720813,xtree
3,0.005347728729248047,0.00037789344787597656,0.9847715736040609,xtree
4,0.0052683353424072266,0.0003807544708251953,1.0,xtree
5,0.005045890808105469,0.0003762245178222656,0.9898477157360406,xtree
6,0.004899024963378906,0.00038170814514160156,0.9948979591836735,xtree
7,0.005079746246337891,0.000377655029296875,0.9846938775510204,xtree
8,0.005302906036376953,0.0003859996795654297,0.9897435897435898,xtree
9,0.005262136459350586,0.00038623809814453125,0.9641025641025641,xtree
0,0.002930879592895508,0.0005934238433837891,0.5050505050505051,bayes
1,0.002856016159057617,0.0005717277526855469,0.5959595959595959,bayes
2,0.0028967857360839844,0.0005953311920166016,0.5583756345177665,bayes
3,0.002927541732788086,0.0005936622619628906,0.5025380710659898,bayes
4,0.0029456615447998047,0.0005927085876464844,0.5329949238578681,bayes
5,0.0029306411743164062,0.0005993843078613281,0.5329949238578681,bayes
6,0.003004789352416992,0.0005805492401123047,0.5612244897959183,bayes
7,0.002846240997314453,0.0005774497985839844,0.5204081632653061,bayes
8,0.0028367042541503906,0.0005893707275390625,0.49743589743589745,bayes
9,0.002841949462890625,0.0005891323089599609,0.5076923076923077,bayes
