TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,925,1.0,0.9999725920513537,dtree
0.2,1851,1.0,0.9999929873604152,dtree
0.3,2777,1.0,0.9999987905651491,dtree
0.4,3703,1.0,0.9999995731653042,dtree
0.5,4629,1.0,0.9999999314399808,dtree
0.55,5091,1.0,0.9999998609997467,dtree
0.6,5554,1.0,1.0,dtree
0.65,6017,1.0,1.0,dtree
0.7,6480,1.0,1.0,dtree
0.75,6943,1.0,1.0,dtree
0.8,7406,1.0,1.0,dtree
0.85,7869,1.0,0.9999998558593116,dtree
0.9,8332,1.0,1.0,dtree
0.95,8795,1.0,1.0,dtree
1.0,9258,1.0,1.0,dtree
0.1,925,1.0,0.9999536940567919,xtree
0.2,1851,1.0,0.9999795770636105,xtree
0.3,2777,1.0,0.999994345124809,xtree
0.4,3703,1.0,0.9999999300912286,xtree
0.5,4629,1.0,0.9999999311226573,xtree
0.55,5091,1.0,0.9999997827767066,xtree
0.6,5554,1.0,1.0,xtree
0.65,6017,1.0,0.9999975361445415,xtree
0.7,6480,1.0,1.0,xtree
0.75,6943,1.0,0.9999999320847488,xtree
0.8,7406,1.0,1.0,xtree
0.85,7869,1.0,1.0,xtree
0.9,8332,1.0,1.0,xtree
0.95,8795,1.0,1.0,xtree
1.0,9258,1.0,1.0,xtree
0.1,925,1.643763903880213e-08,-0.002136490717516959,bayes
0.2,1851,3.284420221350004e-08,-0.001573055789281863,bayes
0.3,2777,4.918492121364082e-08,-0.0017049511830770747,bayes
0.4,3703,6.558422949165532e-08,-0.0018176261322352838,bayes
0.5,4629,8.192107748827837e-08,-0.0016894748314551845,bayes
0.55,5091,9.012270253405674e-08,-0.001495515919746304,bayes
0.6,5554,9.83301929546876e-08,-0.0016189460147363998,bayes
0.65,6017,1.0650767839903708e-07,-0.0018887723925191003,bayes
0.7,6480,1.1468558019922526e-07,-0.0019247344969986146,bayes
0.75,6943,0.9999999809373374,0.99999998041204,bayes
0.8,7406,0.999999980883277,0.9999999804210891,bayes
0.85,7869,0.9999999808379991,0.9999999804309494,bayes
0.9,8332,0.9999999808358113,0.9999999804398596,bayes
0.95,8795,0.9999999808380287,0.9999999804348084,bayes
1.0,9258,0.9999999808313497,0.9999999804690672,bayes
