TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,925,0.9949266617509578,0.8924945670066403,dtree
0.2,1851,0.9946675806187365,0.9282163577946234,dtree
0.3,2777,0.9940701254556435,0.9507829374627242,dtree
0.4,3703,0.993581952974312,0.9585995907298696,dtree
0.5,4629,0.9935965222027319,0.9687900370111265,dtree
0.55,5091,0.9933301716243405,0.9731431151492783,dtree
0.6,5554,0.9934071974959122,0.9770958312644542,dtree
0.65,6017,0.9933305090273841,0.9773549205791866,dtree
0.7,6480,0.9932895158648207,0.9793982009207307,dtree
0.75,6943,0.9932828542931459,0.9801049946359282,dtree
0.8,7406,0.9933329614316062,0.9828277054836825,dtree
0.85,7869,0.9933422261040002,0.9832088595602198,dtree
0.9,8332,0.9933183370675929,0.9850390736461506,dtree
0.95,8795,0.9932334492563131,0.9858421232606336,dtree
1.0,9258,0.993231873963542,0.9855868476198498,dtree
0.1,925,0.9939645613093715,0.8586560205615209,xtree
0.2,1851,0.9929335381174834,0.9173310369155073,xtree
0.3,2777,0.9933922405825959,0.9365891983090165,xtree
0.4,3703,0.9933802291528027,0.9517090536150512,xtree
0.5,4629,0.9933757287954579,0.9610059390727734,xtree
0.55,5091,0.9934154525405274,0.962977711267763,xtree
0.6,5554,0.9934337786927298,0.9687204234499944,xtree
0.65,6017,0.9934087190093983,0.9733436878651723,xtree
0.7,6480,0.9933487350920768,0.9740050214591675,xtree
0.75,6943,0.9934081215100541,0.975015226159271,xtree
0.8,7406,0.9933934087093576,0.977878085990166,xtree
0.85,7869,0.9931612825357101,0.9768263053107983,xtree
0.9,8332,0.9931502573725751,0.9820470415795228,xtree
0.95,8795,0.9931993766883691,0.9818414706557304,xtree
1.0,9258,0.9932390852786837,0.9828072053617142,xtree
0.1,925,0.9274858205546975,0.9217631527422878,bayes
0.2,1851,0.9249948750347409,0.9229450627450217,bayes
0.3,2777,0.9245226868114452,0.9239223820546204,bayes
0.4,3703,0.9242185342989961,0.924245952454297,bayes
0.5,4629,0.9248541670815704,0.9245640370305385,bayes
0.55,5091,0.9249136207658003,0.9246071066444129,bayes
0.6,5554,0.9254362497935545,0.9245728336968074,bayes
0.65,6017,0.925146544918168,0.924538593976858,bayes
0.7,6480,0.9251876911508241,0.9245699867904618,bayes
0.75,6943,0.925060941075194,0.9244986466250014,bayes
0.8,7406,0.9252153840987374,0.9245107697953578,bayes
0.85,7869,0.9254988481753941,0.9245307722482872,bayes
0.9,8332,0.9255413071951051,0.9245292033721837,bayes
0.95,8795,0.92537238254099,0.9245739698349322,bayes
1.0,9258,0.9252787323346153,0.9245829328840169,bayes
