TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,925,0.9968648648648649,0.9482814194580836,dtree
0.2,1851,0.9969205834683954,0.9744355111401214,dtree
0.3,2776,0.9971902017291067,0.9817242431162425,dtree
0.4,3702,0.9969205834683953,0.9857103051655054,dtree
0.5,4628,0.9968020743301643,0.98609988161325,dtree
0.55,5090,0.996738703339882,0.9872654971808483,dtree
0.6,5553,0.9967405006302898,0.9902776618010598,dtree
0.65,6016,0.9966090425531915,0.9892098886062852,dtree
0.7,6479,0.9965889797808305,0.990472686453872,dtree
0.75,6942,0.9965715932008067,0.9908623585366811,dtree
0.8,7404,0.9966504592112374,0.9919323959797538,dtree
0.85,7867,0.9965933646879369,0.9924183991642186,dtree
0.9,8330,0.9965066026410565,0.9924183057292355,dtree
0.95,8793,0.9964744683270783,0.993001774248339,dtree
1.0,9256,0.9963159031979256,0.9929027987423055,dtree
0.1,925,0.9975135135135135,0.9327319438189366,xtree
0.2,1851,0.9968125337655321,0.965974647302175,xtree
0.3,2776,0.9967939481268011,0.9753088263410039,xtree
0.4,3702,0.9967585089141006,0.981333061962881,xtree
0.5,4628,0.9967372515125323,0.9839602751832194,xtree
0.55,5090,0.9967387033398822,0.9862939600028191,xtree
0.6,5553,0.9967224923464795,0.9848337781692109,xtree
0.65,6016,0.9965757978723404,0.9848335892832603,xtree
0.7,6479,0.9964192004939034,0.9886244370595094,xtree
0.75,6942,0.9963843272832035,0.9880428568524294,xtree
0.8,7404,0.9964748784440841,0.9903757881447447,xtree
0.85,7867,0.9963899834752764,0.9900844309239119,xtree
0.9,8330,0.9963505402160864,0.9893068812671408,xtree
0.95,8793,0.9962470146707607,0.9917360496754407,xtree
1.0,9256,0.9963915298184963,0.9906678987087648,xtree
0.1,925,0.6318918918918919,0.6291405327815169,bayes
0.2,1851,0.6278768233387358,0.6293349904093521,bayes
0.3,2776,0.6270533141210375,0.6290435395710418,bayes
0.4,3702,0.6300918422474339,0.6290435395710418,bayes
0.5,4628,0.6311149524632672,0.6290435395710418,bayes
0.55,5090,0.6316502946954813,0.6291405327815169,bayes
0.6,5553,0.6309922564379615,0.6291405327815169,bayes
0.65,6016,0.6304188829787234,0.6290435395710418,bayes
0.7,6479,0.6303133199567834,0.6290435395710418,bayes
0.75,6942,0.630740420628061,0.6290435395710418,bayes
0.8,7404,0.6302809292274446,0.6290435395710418,bayes
0.85,7867,0.6301766874284987,0.6290435395710418,bayes
0.9,8330,0.6297599039615845,0.6290435395710418,bayes
0.95,8793,0.6290117138633003,0.6290435395710418,bayes
1.0,9256,0.6290514261019878,0.6290435395710418,bayes
