TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,0.9976535890516705,0.5993425103247846,dtree
0.2,353,0.9933411465533727,0.8547300097180461,dtree
0.3,530,0.9906892368079617,0.9268913514351518,dtree
0.4,707,0.9877024144044698,0.9559671030325628,dtree
0.5,884,0.9892698455675092,0.9688245278764638,dtree
0.55,972,0.9896677446369159,0.9756117066503925,dtree
0.6,1061,0.9895741854357641,0.9740539725326606,dtree
0.65,1149,0.9903450106520427,0.9781461602449492,dtree
0.7,1238,0.9901179825172302,0.9769325874488615,dtree
0.75,1326,0.9903172372892428,0.9794192252691166,dtree
0.8,1415,0.9899288912531746,0.9817408958764284,dtree
0.85,1503,0.9895263781277011,0.9778412896761717,dtree
0.9,1592,0.9886648819805182,0.9867769818069112,dtree
0.95,1680,0.9888452989720479,0.9855115967389152,dtree
1.0,1769,0.9892710843368917,0.9784711237943544,dtree
0.1,176,0.9982099825484754,0.6159786710900015,xtree
0.2,353,0.9919937524289963,0.86528432967574,xtree
0.3,530,0.9915162668805708,0.9456951355208858,xtree
0.4,707,0.9897469713131171,0.9633171366577076,xtree
0.5,884,0.9895827672242031,0.9668254544204355,xtree
0.55,972,0.989297557881387,0.966944337290542,xtree
0.6,1061,0.9898644756766728,0.9758782372406467,xtree
0.65,1149,0.9900091488868995,0.9828924707766674,xtree
0.7,1238,0.9902343612584122,0.9822310236837708,xtree
0.75,1326,0.9898394878616579,0.9834698704236426,xtree
0.8,1415,0.9887758899142357,0.9851543643915402,xtree
0.85,1503,0.9887005106730806,0.9844279665355465,xtree
0.9,1592,0.9887404342956018,0.9878648820186469,xtree
0.95,1680,0.9887186736190593,0.9864193243127163,xtree
1.0,1769,0.9892520056043919,0.9872869022303515,xtree
0.1,176,0.9012815769182231,0.8799627777901191,bayes
0.2,353,0.8998424004961716,0.8881618783651742,bayes
0.3,530,0.9016198787654812,0.8925081915858138,bayes
0.4,707,0.9115866346345836,0.8990080518668233,bayes
0.5,884,0.9136498810449124,0.9040696256411478,bayes
0.55,972,0.9140829177280398,0.9049178194938425,bayes
0.6,1061,0.9148355431773701,0.9053018649341718,bayes
0.65,1149,0.9146176492159922,0.9052647358071809,bayes
0.7,1238,0.9126566218019623,0.9060050675986187,bayes
0.75,1326,0.9131827797846108,0.9065006330393842,bayes
0.8,1415,0.9123583483646556,0.9066225645135175,bayes
0.85,1503,0.9106456356292181,0.906777647406282,bayes
0.9,1592,0.9105009800892414,0.9068709288142355,bayes
0.95,1680,0.9097348745826199,0.9071146517155906,bayes
1.0,1769,0.910646250970296,0.9072222507113794,bayes
