TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,1.0,0.9990104541149429,dtree
0.2,353,1.0,0.9996271333439942,dtree
0.3,530,1.0,0.9999374644791293,dtree
0.4,707,1.0,0.9999829097766673,dtree
0.5,884,1.0,0.999988452132132,dtree
0.55,972,1.0,0.9999483977073101,dtree
0.6,1061,1.0,0.9999766632082039,dtree
0.65,1149,1.0,0.9999912939476179,dtree
0.7,1238,1.0,0.9999891973272647,dtree
0.75,1326,1.0,0.9999999978734468,dtree
0.8,1415,1.0,0.9999999974802585,dtree
0.85,1503,1.0,1.0,dtree
0.9,1592,1.0,0.9999913000338685,dtree
0.95,1680,1.0,0.9999913000338685,dtree
1.0,1769,1.0,0.9999999978734468,dtree
0.1,176,1.0,0.99844881709213,xtree
0.2,353,1.0,0.9997145145212599,xtree
0.3,530,1.0,0.9996959574650367,xtree
0.4,707,1.0,0.9999672339065857,xtree
0.5,884,1.0,0.9999523542440997,xtree
0.55,972,1.0,0.9999986720820978,xtree
0.6,1061,1.0,0.9999775042987247,xtree
0.65,1149,1.0,0.9999919611733059,xtree
0.7,1238,1.0,0.9999984723760551,xtree
0.75,1326,1.0,0.9999994376534558,xtree
0.8,1415,1.0,0.9999965629969342,xtree
0.85,1503,1.0,0.9999986705946616,xtree
0.9,1592,1.0,0.9999995361393375,xtree
0.95,1680,1.0,0.9999923909832399,xtree
1.0,1769,1.0,1.0,xtree
0.1,176,0.9999999904995818,0.9999999849312186,bayes
0.2,353,0.9999999900507813,0.9999999867192828,bayes
0.3,530,0.9999999894954076,0.9999999873686644,bayes
0.4,707,0.9999999890972735,0.9999999875680045,bayes
0.5,884,0.9999999889710738,0.9999999877959356,bayes
0.55,972,0.9999999888623938,0.9999999878531869,bayes
0.6,1061,0.9999999888207911,0.9999999879247085,bayes
0.65,1149,0.9999999888224431,0.9999999879504985,bayes
0.7,1238,0.9999999887676978,0.9999999879258482,bayes
0.75,1326,0.9999999887291595,0.9999999879741385,bayes
0.8,1415,0.999999988737944,0.9999999879066648,bayes
0.85,1503,0.9999999886591799,0.9999999879418804,bayes
0.9,1592,0.9999999885718222,0.999999987996133,bayes
0.95,1680,0.9999999885635373,0.9999999879635233,bayes
1.0,1769,0.9999999885860849,0.9999999879697029,bayes
