,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.26346802711486816,0.0012621879577636719,0.9932901833307726,-6.916372249247578,dtree
1,0.2655208110809326,0.0011138916015625,0.9572250676634555,-19.936302657400468,dtree
2,0.2928462028503418,0.0012044906616210938,0.9809725290682584,-8.77595502171685,dtree
3,0.273770809173584,0.0010869503021240234,0.9938358408862437,-3.3029393879537183,dtree
4,0.27929139137268066,0.0011386871337890625,0.9835692883359853,-7.160551908479575,dtree
5,0.2679746150970459,0.0011339187622070312,0.981466260868278,-10.962050434194087,dtree
6,0.29248762130737305,0.0011165142059326172,0.9760161556826099,-10.683885833876912,dtree
7,0.26703429222106934,0.001110076904296875,0.9842999700502243,-10.603559114855475,dtree
8,0.2709813117980957,0.001123189926147461,0.9770161683156539,-11.979532956641846,dtree
9,0.2781186103820801,0.0011272430419921875,0.9886032172221373,-5.89004022260431,dtree
0,0.0335240364074707,0.0011899471282958984,0.9832500510483903,-8.334002304595309,xtree
1,0.036008358001708984,0.0011057853698730469,0.9943202098050282,-3.0655533266139114,xtree
2,0.03152656555175781,0.0010571479797363281,0.987975472645836,-6.7497246181729835,xtree
3,0.030280590057373047,0.001071929931640625,0.9887588621980595,-6.975420063688012,xtree
4,0.03183555603027344,0.0010952949523925781,0.9934866456478082,-3.478832968225045,xtree
5,0.033675193786621094,0.0010523796081542969,0.9946680018711267,-3.4253585074351736,xtree
6,0.03109598159790039,0.0010523796081542969,0.9946654589756185,-3.451595712234801,xtree
7,0.030623912811279297,0.0010924339294433594,0.987457476786362,-5.642727607853723,xtree
8,0.03419780731201172,0.0010828971862792969,0.9945783310985558,-3.3897910108579823,xtree
9,0.03163313865661621,0.001088857650756836,0.9865366298306081,-8.754584164965918,xtree
0,0.07604455947875977,0.002283811569213867,0.9355120001967544,-120.31128974073111,bayes
1,0.08225655555725098,0.002283811569213867,0.948447605165045,-120.40303923078754,bayes
2,0.08038878440856934,0.002255678176879883,0.9428707756775864,-115.0381353197794,bayes
3,0.07985568046569824,0.0022737979888916016,0.940434879324377,-117.32150641674365,bayes
4,0.07941102981567383,0.0012278556823730469,0.9459952516033533,-115.8013782011295,bayes
5,0.04708743095397949,0.0012290477752685547,0.9454540702746939,-117.76656946291476,bayes
6,0.056276798248291016,0.0012214183807373047,0.9399399056778088,-121.66156380633227,bayes
7,0.06671810150146484,0.0023713111877441406,0.9413537339656487,-120.941033589975,bayes
8,0.07383918762207031,0.0023479461669921875,0.9477135276988313,-113.02700330073121,bayes
9,0.07571959495544434,0.002534627914428711,0.9465313798652244,-118.14957812169723,bayes
