,CVL1,TrainL1,CVL2,TrainL2
0.1,-1.6898307167552828,-0.25093066211992043,-1.8013116266624132,-0.31270247229326514
0.15000000000000002,-1.7885683368148952,-0.08556408070474565,-1.8984583084849003,-0.10880932082978116
0.2,-1.855920973247791,-0.05305839727195224,-1.9355044731382485,-0.07079425973287866
0.25,-1.8574982913183764,-0.03593918726911054,-1.9310309895716795,-0.04625745950554133
0.30000000000000004,-1.8714776629910546,-0.0423673392062139,-1.9679229495598478,-0.05096277351520319
0.35,-1.863043585000177,-0.0391539647755864,-1.9623332097250858,-0.04774166057949841
0.4,-1.8711270881914424,-0.05676701821668264,-1.9715471511624827,-0.06455353147970597
0.45000000000000007,-1.8686666333076125,-0.06804349747474746,-1.9733949714381585,-0.07935498737373735
0.5,-1.8722373124662088,-0.05718753373675387,-1.9801064512982922,-0.06453779936930026
0.55,-1.6296680845146447,-0.05464481636448163,-1.7117058823297193,-0.061874476987447705
0.6,-1.5253386394861663,-0.09681208419158556,-1.5953222064248593,-0.10282420626464947
0.65,-0.9295430866316945,-0.11353020368913365,-1.0010699091034527,-0.12180155608007692
0.7000000000000001,-0.3340895244733614,-0.12060891973054137,-0.3752597506472547,-0.13044752860969078
0.75,-0.26162405268742106,-0.09474681362801354,-0.2943713167700436,-0.10266227297691417
0.8,-0.24185843623545217,-0.08969436454671353,-0.2764065809595936,-0.09982468662334432
0.85,-0.2358043421124587,-0.10220277067562374,-0.26375659044941535,-0.11355552213365419
0.9,-0.2413261632749358,-0.10336357323232323,-0.26960472687039855,-0.11419785353535353
0.9500000000000001,-0.22606077221931073,-0.09063855619850776,-0.255556434846556,-0.10073679331329717
1.0,-0.259451282794738,-0.10773966786825176,-0.29139799050531995,-0.1174604342693198
