,TrainL1,TrainL2,TrainRR,TestL1,TestL2,TestRR,CVL1,CVL2,CVRR
346,0.976878612717,0.973988439306,0.939306358382,0.760869565217,0.641304347826,0.358695652174,0.919075144509,0.936416184971,0.939306358382
462,0.978354978355,0.989177489177,0.950216450216,0.815217391304,0.70652173913,0.358695652174,0.928571428571,0.952380952381,0.928571428571
578,0.967128027682,0.974048442907,0.944636678201,0.760869565217,0.641304347826,0.358695652174,0.953287197232,0.965397923875,0.944636678201
693,0.982683982684,0.988455988456,0.952380952381,0.771739130435,0.641304347826,0.358695652174,0.962481962482,0.961038961039,0.949494949495
809,0.985166872682,0.983930778739,0.941903584672,0.815217391304,0.70652173913,0.380434782609,0.965389369592,0.97651421508,0.93325092707
925,0.994594594595,0.994594594595,0.940540540541,0.826086956522,0.70652173913,0.413043478261,0.978378378378,0.983783783784,0.935135135135
1040,0.993269230769,0.993269230769,0.960576923077,0.847826086957,0.70652173913,0.445652173913,0.972115384615,0.978846153846,0.955769230769
1156,0.996539792388,0.995674740484,0.957612456747,0.826086956522,0.70652173913,0.423913043478,0.973183391003,0.983564013841,0.948096885813
1272,0.994496855346,0.994496855346,0.958333333333,0.815217391304,0.70652173913,0.478260869565,0.977987421384,0.985062893082,0.956761006289
1387,0.994232155732,0.994953136265,0.958183129056,0.815217391304,0.70652173913,0.489130434783,0.972602739726,0.987022350397,0.951694304254
1503,0.995342648037,0.994677312043,0.962741184298,0.836956521739,0.70652173913,0.467391304348,0.97870924817,0.98868928809,0.953426480373
1619,0.996911673873,0.998147004324,0.964175416924,0.836956521739,0.70652173913,0.54347826087,0.991352686844,0.996294008647,0.962940086473
1734,0.994809688581,0.996539792388,0.960784313725,0.826086956522,0.70652173913,0.521739130435,0.988465974625,0.995963091119,0.957324106113
1850,0.997837837838,0.996756756757,0.962162162162,0.826086956522,0.70652173913,0.554347826087,0.991351351351,0.992972972973,0.962162162162
1966,0.998474059003,0.998474059003,0.963886063072,0.826086956522,0.70652173913,0.554347826087,0.995422177009,0.997965412004,0.960325534079
2081,0.996155694378,0.99663623258,0.964440172994,0.826086956522,0.70652173913,0.586956521739,0.990389235944,0.993753003364,0.960115329169
2197,0.997269003186,0.996813837051,0.963586709149,0.826086956522,0.70652173913,0.586956521739,0.994082840237,0.99271734183,0.962221210742
2313,0.996973627324,0.996973627324,0.963683527886,0.826086956522,0.70652173913,0.608695652174,0.99308257674,0.996108949416,0.961089494163
