,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,algorithm
0,0.19310903549194336,0.369931697845459,0.9999998273890321,-0.6813985668511419,knn
1,0.1961836814880371,0.35423827171325684,0.9999998346449586,-0.557615025100601,knn
2,0.19106388092041016,0.36876487731933594,0.9999998414643717,-0.5532349395407123,knn
3,0.19082903861999512,0.3579719066619873,0.999999945341114,-0.3606333414726956,knn
4,0.1910686492919922,0.36589932441711426,0.9999999022535229,-0.36057691458182844,knn
5,0.19239330291748047,0.3570852279663086,0.9999999777916887,-0.12419444251699405,knn
6,0.19191908836364746,0.36048364639282227,0.9999999760537782,-0.1796853478521354,knn
7,0.19141411781311035,0.35489964485168457,0.9999998283859814,-0.41860610548912675,knn
8,0.1911320686340332,0.35937070846557617,0.9999998723663307,-0.38703735063988903,knn
9,0.19181084632873535,0.36208295822143555,0.9999996212311171,-0.40856809060948174,knn
0,0.03875541687011719,0.005840778350830078,0.9999999819960029,-1.899006888171548,rr
1,0.06956648826599121,0.006157636642456055,0.9999999816633194,-1.8132112502224682,rr
2,0.033468008041381836,0.0028307437896728516,0.9999999809853971,-1.8849161796347311,rr
3,0.035146236419677734,0.0028684139251708984,0.9999999804306695,-1.921442577350377,rr
4,0.031597137451171875,0.003032684326171875,0.9999999789193788,-1.9666649748164882,rr
5,0.03561043739318848,0.002020120620727539,0.9999999803195103,-1.9131433672979403,rr
6,0.01595783233642578,0.0016598701477050781,0.999999980058473,-1.9275473456915373,rr
7,0.016225814819335938,0.001636505126953125,0.9999999800449536,-1.8907971589942003,rr
8,0.01659107208251953,0.0016858577728271484,0.9999999799322293,-1.925906024449733,rr
9,0.016760826110839844,0.001661062240600586,0.9999999813515709,-1.8738310464646675,rr
0,15.314698934555054,2.1775920391082764,0.9913283671890066,-643.7872781568997,svr
1,15.364709854125977,2.2347371578216553,0.991666453904474,-619.8672868276755,svr
2,15.347783088684082,2.1649222373962402,0.9907299596232745,-665.8849433693891,svr
3,15.307764291763306,2.27591872215271,0.9946879927528314,-524.4421246916702,svr
4,15.52834153175354,2.178312063217163,0.9942768614992046,-554.4276912456785,svr
5,15.893728971481323,2.432844877243042,0.9931470896084603,-586.593396288581,svr
6,15.508550643920898,2.166788339614868,0.9932450028029547,-557.2750172501222,svr
7,15.70989179611206,2.187436580657959,0.9933561500692636,-586.8211869536076,svr
8,15.869866132736206,2.2366952896118164,0.993835171380538,-537.168636776604,svr
9,15.320920705795288,2.168159008026123,0.9914352500187656,-580.5129625161769,svr
