,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,algorithm
0,0.00397944450378418,0.009298563003540039,0.8989542714182502,-0.05798502484140569,knn
1,0.0033795833587646484,0.008585214614868164,0.8862412522174434,-0.04162911173753884,knn
2,0.0033235549926757812,0.008544683456420898,0.945013115865503,-0.043326810764111705,knn
3,0.003335714340209961,0.008608102798461914,0.9973280600943877,-0.010235537044075958,knn
4,0.003392457962036133,0.00854802131652832,0.9967561291742988,-0.01667763932159159,knn
5,0.0032889842987060547,0.008739948272705078,0.9883887134312055,-0.025762689275339708,knn
6,0.0032444000244140625,0.008608818054199219,0.9943851348761371,-0.022414621509620255,knn
7,0.0032355785369873047,0.008443355560302734,0.997345417091619,-0.012892818322365062,knn
8,0.003276824951171875,0.008570194244384766,0.9771740869062473,-0.03044283490783123,knn
9,0.003231525421142578,0.00904536247253418,0.9966184379942322,-0.016224962534685423,knn
0,0.003959178924560547,0.0011823177337646484,0.9256678766919493,-0.1423111877971447,rr
1,0.0036275386810302734,0.0011169910430908203,0.9079521520708522,-0.13562994528218753,rr
2,0.003500223159790039,0.0011298656463623047,0.9238961115481814,-0.13925250429191854,rr
3,0.0036368370056152344,0.001146078109741211,0.9149152516715661,-0.14724677045790163,rr
4,0.0035331249237060547,0.0011317729949951172,0.9142690554715089,-0.16373843105004038,rr
5,0.0035462379455566406,0.0011413097381591797,0.8971096827349155,-0.15265818393456648,rr
6,0.003573894500732422,0.0011436939239501953,0.9179219312007117,-0.15267804369945703,rr
7,0.003520488739013672,0.0011248588562011719,0.8714927402657274,-0.15445793219476858,rr
8,0.006964683532714844,0.0012333393096923828,0.8226191237902348,-0.18209925370910526,rr
9,0.003715991973876953,0.0011227130889892578,0.9207091546526671,-0.16540021455339943,rr
0,0.8731338977813721,0.012977123260498047,0.991653265731375,-0.06722160190614634,svr
1,0.7135779857635498,0.013288497924804688,0.9628333087783685,-0.0769203275176012,svr
2,0.78066086769104,0.012858152389526367,0.9772651035890922,-0.0733622133003741,svr
3,0.7517526149749756,0.012774467468261719,0.9712929288110936,-0.07230994070230079,svr
4,0.7293844223022461,0.013051033020019531,0.9899098578434017,-0.07021394508944107,svr
5,0.6926591396331787,0.013131856918334961,0.963635867621757,-0.082393305950575,svr
6,0.7539536952972412,0.012948274612426758,0.9937175502993633,-0.06956059895133203,svr
7,0.7377715110778809,0.012702703475952148,0.9916272965711261,-0.0661233677711601,svr
8,0.7717654705047607,0.012865066528320312,0.9762760306687991,-0.07783687951068845,svr
9,0.791485071182251,0.012851476669311523,0.9904595833549821,-0.06671659722899193,svr
