TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,1.0,0.9960658783404874,knn
0.2,353,1.0,0.9986495183860497,knn
0.3,530,1.0,0.9993231510636746,knn
0.4,707,1.0,0.999607442258408,knn
0.5,884,1.0,0.9997730674298266,knn
0.55,972,1.0,0.9997918527737877,knn
0.6,1061,1.0,0.9998088825576994,knn
0.65,1149,1.0,0.9998198387065053,knn
0.7,1238,1.0,0.9998541992128083,knn
0.75,1326,1.0,0.9998885090288538,knn
0.8,1415,1.0,0.9998887080126224,knn
0.85,1503,1.0,0.9999315258795718,knn
0.9,1592,1.0,0.9999410239200446,knn
0.95,1680,1.0,0.9999618089710551,knn
1.0,1769,1.0,0.9999731607103992,knn
0.1,176,0.999999983412083,0.9999999767284103,rr
0.2,353,0.9999999845527435,0.9999999811202122,rr
0.3,530,0.9999999849776913,0.999999983067313,rr
0.4,707,0.9999999854529665,0.9999999839722366,rr
0.5,884,0.9999999858830725,0.9999999847648533,rr
0.55,972,0.9999999861164767,0.9999999850083693,rr
0.6,1061,0.9999999862989515,0.999999985296099,rr
0.65,1149,0.9999999864417563,0.9999999854413801,rr
0.7,1238,0.9999999864827327,0.9999999856584862,rr
0.75,1326,0.9999999865430684,0.9999999858745936,rr
0.8,1415,0.9999999865999231,0.9999999860225834,rr
0.85,1503,0.9999999867199068,0.999999986114711,rr
0.9,1592,0.9999999867517655,0.999999986215451,rr
0.95,1680,0.9999999868711631,0.9999999863077988,rr
1.0,1769,0.99999998695356,0.999999986388783,rr
0.1,176,0.9556147277005926,0.9472654805242382,svr
0.2,353,0.9887829988113671,0.9876709790410692,svr
0.3,530,0.9947501913472303,0.9944944095469086,svr
0.4,707,0.9971986789802015,0.9969052772543376,svr
0.5,884,0.9981340606834845,0.9978761392975752,svr
0.55,972,0.9984173185474372,0.9982460624476956,svr
0.6,1061,0.9986026142769189,0.9984774951589609,svr
0.65,1149,0.9987898472957208,0.998716653955525,svr
0.7,1238,0.9989422328522171,0.9988824260772071,svr
0.75,1326,0.9990438497832381,0.9989727635981765,svr
0.8,1415,0.9991565565659917,0.999099964030413,svr
0.85,1503,0.9992720418042881,0.9992249176497934,svr
0.9,1592,0.9993846130618598,0.9993308964169607,svr
0.95,1680,0.9994454612629877,0.999389416130381,svr
1.0,1769,0.9995233377968542,0.9994891566362044,svr
