,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,algorithm
0,0.0034172534942626953,0.007727861404418945,0.9995571871678981,-0.4570923451776654,knn
1,0.0032358169555664062,0.007627248764038086,0.9994012133576109,-0.538366984771574,knn
2,0.003216981887817383,0.00763392448425293,0.9995971208438578,-0.5281231065989852,knn
3,0.003252267837524414,0.007534503936767578,0.9998070124751751,-0.2591474619289349,knn
4,0.0032520294189453125,0.007297992706298828,0.9998176923931638,-0.36571826395939244,knn
5,0.0032477378845214844,0.007531166076660156,0.9999001548546982,-0.2489634720812193,knn
6,0.0031692981719970703,0.0076372623443603516,0.9994392114317268,-0.6125140000000001,knn
7,0.0032351016998291016,0.007225513458251953,0.999738723037409,-0.3063773877551028,knn
8,0.003238201141357422,0.0075910091400146484,0.9995578671664821,-0.6022780510204087,knn
9,0.0032482147216796875,0.007535696029663086,0.999456826232246,-0.6023134591836741,knn
0,0.0028772354125976562,0.0011310577392578125,0.9040490700641639,-25.85206700769005,rr
1,0.003470897674560547,0.001130819320678711,0.9411106461524595,-23.94800571555408,rr
2,0.0034868717193603516,0.001096963882446289,0.922003717120982,-24.92675830957565,rr
3,0.003438711166381836,0.0011091232299804688,0.9490160388344874,-23.461696165690924,rr
4,0.0034503936767578125,0.0011217594146728516,0.9368536055766159,-22.819319389732232,rr
5,0.003478527069091797,0.0011067390441894531,0.9374286962662054,-22.3935961212653,rr
6,0.003484010696411133,0.0011143684387207031,0.9527107849885819,-21.388047223742163,rr
7,0.003436565399169922,0.0011219978332519531,0.9474828760699643,-19.02877212444157,rr
8,0.0035238265991210938,0.0011141300201416016,0.9208279493213931,-22.16044082060938,rr
9,0.003510713577270508,0.0011324882507324219,0.9221021803516991,-24.275804213922285,rr
0,1.6791043281555176,0.059856414794921875,0.986408352748039,-3.274466474875811,svr
1,1.6532995700836182,0.059165239334106445,0.98314699446752,-3.265352847582564,svr
2,1.6883652210235596,0.06049346923828125,0.9815412595881419,-3.6747576275945066,svr
3,1.5339055061340332,0.058502912521362305,0.9788521186265248,-3.8763341371911557,svr
4,1.621826410293579,0.059757232666015625,0.9941844514977036,-1.9357770774198801,svr
5,1.6316218376159668,0.06190943717956543,0.987128862962481,-3.534357291347288,svr
6,1.7074248790740967,0.059600114822387695,0.9782967503915813,-4.170712550170257,svr
7,1.592461109161377,0.05920147895812988,0.9731118442019423,-4.204641501147534,svr
8,1.5827662944793701,0.0601954460144043,0.9931951277197433,-2.0911703207407433,svr
9,1.600876808166504,0.06000971794128418,0.9918904306707956,-2.175788317415878,svr
