,fit_time,score_time,test_accuracy,algorithm
0,0.20157933235168457,0.22027325630187988,0.9873908826382153,knn
1,0.20430374145507812,0.22249364852905273,0.9815533980582525,knn
2,0.20482492446899414,0.2136058807373047,0.9863945578231292,knn
3,0.20192551612854004,0.21740269660949707,0.9863945578231292,knn
4,0.20170187950134277,0.21790575981140137,0.9883268482490273,knn
5,0.2039651870727539,0.21092820167541504,0.9834630350194552,knn
6,0.20122146606445312,0.21844983100891113,0.9873540856031129,knn
7,0.20291519165039062,0.2139291763305664,0.9776264591439688,knn
8,0.22320890426635742,0.23557209968566895,0.9892996108949417,knn
9,0.2049562931060791,0.21432232856750488,0.9815175097276264,knn
0,0.06254005432128906,0.0022270679473876953,0.9951503394762367,rr
1,0.10433411598205566,0.0022325515747070312,0.9893203883495145,rr
2,0.1347041130065918,0.0022132396697998047,0.9951409135082604,rr
3,0.10593461990356445,0.002236604690551758,0.9883381924198251,rr
4,0.13194894790649414,0.002251863479614258,0.9883268482490273,rr
5,0.10619044303894043,0.0022118091583251953,0.9941634241245136,rr
6,0.13167142868041992,0.0023016929626464844,0.9941634241245136,rr
7,0.1044468879699707,0.0022177696228027344,0.9922178988326849,rr
8,0.13211965560913086,0.0022139549255371094,0.9941634241245136,rr
9,0.10537910461425781,0.0021834373474121094,0.9980544747081712,rr
0,1.7477381229400635,0.09632754325866699,0.997090203685742,svr
1,1.6616501808166504,0.09403324127197266,0.9941747572815534,svr
2,1.7713971138000488,0.0976099967956543,0.9912536443148688,svr
3,1.807032823562622,0.0948185920715332,0.9912536443148688,svr
4,1.66678786277771,0.09282350540161133,0.9912451361867705,svr
5,1.7179198265075684,0.0960841178894043,0.9941634241245136,svr
6,1.6955935955047607,0.09429025650024414,0.9931906614785992,svr
7,1.6795878410339355,0.09347891807556152,0.9922178988326849,svr
8,1.6847107410430908,0.092681884765625,0.9931906614785992,svr
9,1.7513823509216309,0.09403061866760254,0.9892996108949417,svr
