TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,0.9999999999998839,0.9146353321380143,knn
0.2,353,0.9999999999997489,0.991855501730522,knn
0.3,530,0.999999999999648,0.9955931987572473,knn
0.4,707,0.9999999999994851,0.9972585430025654,knn
0.5,884,0.9999999999993634,0.9982535849982639,knn
0.55,972,0.9999999999992581,0.9984481125966799,knn
0.6,1061,0.9999999999991944,0.9987163751202214,knn
0.65,1149,0.9999999999991125,0.998899258047904,knn
0.7,1238,0.9999999999990645,0.9990243321486905,knn
0.75,1326,0.9999999999989877,0.9990864641376799,knn
0.8,1415,0.9999999999989235,0.9992214278937311,knn
0.85,1503,0.9999999999988297,0.9992979300460112,knn
0.9,1592,0.9999999999987743,0.9994479215844096,knn
0.95,1680,0.9999999999986999,0.999538978782058,knn
1.0,1769,0.9999999999986573,0.9996130002573815,knn
0.1,176,0.9337875635870347,0.919598344017856,rr
0.2,353,0.9303608865051206,0.926182000835649,rr
0.3,530,0.927942225470385,0.9277939951583999,rr
0.4,707,0.9289178326579022,0.9285927181783036,rr
0.5,884,0.9304611047946697,0.9294446699606814,rr
0.55,972,0.9305052540882219,0.9291710374183685,rr
0.6,1061,0.9309139753482636,0.9288702263990347,rr
0.65,1149,0.9312864680154442,0.929087468273897,rr
0.7,1238,0.9306400841471953,0.9291985613960912,rr
0.75,1326,0.9306894956158216,0.9292227253442998,rr
0.8,1415,0.9304665129199036,0.9294409763219124,rr
0.85,1503,0.9301839898698703,0.9295961141936177,rr
0.9,1592,0.9302878237305228,0.9298611088201779,rr
0.95,1680,0.9308986945358131,0.9300210878963446,rr
1.0,1769,0.9318866568983631,0.9303119693454018,rr
0.1,176,0.9584243464622535,0.9169062440510135,svr
0.2,353,0.9718879989189994,0.9604610153491597,svr
0.3,530,0.9794145878988049,0.9748410572565875,svr
0.4,707,0.9826526270434736,0.9789507561337066,svr
0.5,884,0.9859921340244633,0.9826906214063598,svr
0.55,972,0.9863523188605914,0.9844479801040265,svr
0.6,1061,0.9872572986804664,0.9855478989216498,svr
0.65,1149,0.9883634913846949,0.986778521565695,svr
0.7,1238,0.9888258254762603,0.98717692569734,svr
0.75,1326,0.9893000759436891,0.987485140402433,svr
0.8,1415,0.9896845473860028,0.9880816264128163,svr
0.85,1503,0.989845348554691,0.9889833176102304,svr
0.9,1592,0.9902325743661151,0.9889679782565585,svr
0.95,1680,0.9904455294878861,0.9895686474295582,svr
1.0,1769,0.9907358453018338,0.9898403420401429,svr
