TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,176,0.9919730553278814,0.5953511356939919,knn
0.2,353,0.9818092283128751,0.8014620046984507,knn
0.3,530,0.9810933636519532,0.8708294464155253,knn
0.4,707,0.981902349823755,0.8964649101209948,knn
0.5,884,0.9807319906181131,0.9261094264588374,knn
0.55,972,0.9808156016983721,0.9367485436831935,knn
0.6,1061,0.9820792270199495,0.9422437467279046,knn
0.65,1149,0.9800593966129986,0.9462906760059475,knn
0.7,1238,0.9831813186515221,0.9533445476839869,knn
0.75,1326,0.9812166367447299,0.9551553584523701,knn
0.8,1415,0.9800458259202187,0.9544252063723278,knn
0.85,1503,0.9826516558629141,0.956312959973826,knn
0.9,1592,0.981110960790212,0.9600390148861203,knn
0.95,1680,0.9839283420475635,0.967693493396653,knn
1.0,1769,0.9848462089980632,0.9692518548464761,knn
0.1,176,0.9074635294446377,0.8750508747880994,rr
0.2,353,0.8918625338767333,0.8846856330455944,rr
0.3,530,0.8925713904587826,0.8877304189292697,rr
0.4,707,0.8929184632744102,0.8905270950980946,rr
0.5,884,0.895363859840613,0.8903228236909067,rr
0.55,972,0.894125710734742,0.8907317730029927,rr
0.6,1061,0.8951166810191615,0.8911587370369702,rr
0.65,1149,0.8935864280117546,0.8916786454799844,rr
0.7,1238,0.893686904751258,0.8917957686901629,rr
0.75,1326,0.8957005131114795,0.8917810669533568,rr
0.8,1415,0.8957966279357479,0.8924023694184807,rr
0.85,1503,0.8961627384101799,0.8926888815752599,rr
0.9,1592,0.8949415937161369,0.892694809876074,rr
0.95,1680,0.8952827202080972,0.8926133508871728,rr
1.0,1769,0.8959823793295447,0.8927328088308494,rr
0.1,176,0.9763507827171832,0.9137306513875911,svr
0.2,353,0.9789304368575819,0.9581507405873358,svr
0.3,530,0.9821514187449962,0.9693252989529546,svr
0.4,707,0.9815011500780431,0.9725493851357102,svr
0.5,884,0.9826622683391107,0.9750632169004181,svr
0.55,972,0.9824321751093554,0.9759615724279838,svr
0.6,1061,0.9825048601049833,0.9762190210879911,svr
0.65,1149,0.9825231488350038,0.9769237714613357,svr
0.7,1238,0.9819129498870396,0.9771030556442912,svr
0.75,1326,0.9826567001098823,0.9772862026666773,svr
0.8,1415,0.9826543252062653,0.9778128371408762,svr
0.85,1503,0.9820236845453147,0.977778550548155,svr
0.9,1592,0.9814229776340287,0.9781166315380947,svr
0.95,1680,0.9815225677873654,0.9782214233663075,svr
1.0,1769,0.9807639785466904,0.9784759842801144,svr
