TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.1,925,0.9999999999999953,0.6819978287010382,knn
0.2,1851,0.9999999999999909,0.8479340761504188,knn
0.3,2777,0.9999999999999863,0.895906221807474,knn
0.4,3703,0.9999999999999816,0.936121836170672,knn
0.5,4629,0.9999999999999772,0.9624920458265983,knn
0.55,5091,0.9999999999999751,0.968777465509892,knn
0.6,5554,0.9999999999999728,0.9748202198477568,knn
0.65,6017,0.9999999999999709,0.979372927031803,knn
0.7,6480,0.9999999999999684,0.9841264991520393,knn
0.75,6943,0.9999999999999659,0.985867630157568,knn
0.8,7406,0.9999999999999639,0.9882799402939174,knn
0.85,7869,0.9999999999999616,0.9908859919419106,knn
0.9,8332,0.9999999999999595,0.9922560414858648,knn
0.95,8795,0.9999999999999571,0.9930919595609893,knn
1.0,9258,0.999999999999955,0.9936874667215045,knn
0.1,925,0.9446123280958927,0.9411626949523235,rr
0.2,1851,0.9459184957845228,0.9424542761015156,rr
0.3,2777,0.943648386334691,0.9430132739916794,rr
0.4,3703,0.9439922589341284,0.9430902897387327,rr
0.5,4629,0.9437509550710296,0.9430954098278359,rr
0.55,5091,0.9438599692559968,0.9432054444570313,rr
0.6,5554,0.9438712353102778,0.94322704577365,rr
0.65,6017,0.9438203003418384,0.943242641757552,rr
0.7,6480,0.9436389364833598,0.9431635236512749,rr
0.75,6943,0.9435470240644197,0.943174146591382,rr
0.8,7406,0.9434579030772005,0.9432003037793197,rr
0.85,7869,0.94359115157026,0.943217976848352,rr
0.9,8332,0.943610591720125,0.9432375486519329,rr
0.95,8795,0.943794794365807,0.9432908443897619,rr
1.0,9258,0.943896166164515,0.9433065116461548,rr
0.1,925,0.43699248515307776,0.40848431346382574,svr
0.2,1851,0.6121066777137769,0.6008609025028934,svr
0.3,2777,0.7066182412457831,0.6991194309820324,svr
0.4,3703,0.7532804732330936,0.7515184674577802,svr
0.5,4629,0.7915092915475093,0.7877962421136775,svr
0.55,5091,0.8045822136348189,0.8001016024054378,svr
0.6,5554,0.8153080981870854,0.8116308345806951,svr
0.65,6017,0.8237125561955683,0.8214480610136524,svr
0.7,6480,0.8320951701904308,0.8302428446146269,svr
0.75,6943,0.8390701160262963,0.8382083144843406,svr
0.8,7406,0.8462527743651689,0.8446189478464523,svr
0.85,7869,0.8515734656653089,0.8500400984418436,svr
0.9,8332,0.8571774673594685,0.8554943097317176,svr
0.95,8795,0.8621384000059591,0.8603301192056779,svr
1.0,9258,0.8674444081514066,0.8655994130734935,svr
