,fit_time,score_time,test_accuracy,algorithm
0,0.12694716453552246,0.10515713691711426,0.9908163265306122,knn
1,0.1182870864868164,0.10861539840698242,0.9877425944841676,knn
2,0.11484718322753906,0.10674786567687988,0.9887525562372188,knn
3,0.11423778533935547,0.11162424087524414,0.9887525562372188,knn
4,0.11654973030090332,0.11504197120666504,0.9877300613496932,knn
5,0.11429643630981445,0.1059267520904541,0.9846625766871165,knn
6,0.1378777027130127,0.1132960319519043,0.9907881269191402,knn
7,0.11386466026306152,0.10883879661560059,0.9866939611054247,knn
8,0.11370229721069336,0.10622215270996094,0.9825997952917093,knn
9,0.12031149864196777,0.10910820960998535,0.9856704196519959,knn
0,0.04734635353088379,0.0020172595977783203,0.8571428571428571,rr
1,0.08618450164794922,0.001844167709350586,0.8447395301327886,rr
2,0.08591485023498535,0.0018465518951416016,0.8507157464212679,rr
3,0.08763909339904785,0.002724170684814453,0.8619631901840491,rr
4,0.08636832237243652,0.0018699169158935547,0.8507157464212679,rr
5,0.08632612228393555,0.0018377304077148438,0.8394683026584867,rr
6,0.08704090118408203,0.001977682113647461,0.8546571136131014,rr
7,0.08626008033752441,0.001844167709350586,0.8464687819856704,rr
8,0.08596324920654297,0.001894235610961914,0.8679631525076765,rr
9,0.08952736854553223,0.0018985271453857422,0.8433981576253838,rr
0,0.9201927185058594,0.04540729522705078,0.9918367346938776,svr
1,0.9633986949920654,0.04447817802429199,0.992849846782431,svr
2,0.9649739265441895,0.04473567008972168,0.9928425357873211,svr
3,0.8783044815063477,0.04412412643432617,0.99079754601227,svr
4,0.8945825099945068,0.04498767852783203,0.9928425357873211,svr
5,0.9490413665771484,0.046001434326171875,0.9887525562372188,svr
6,0.8595147132873535,0.04433250427246094,0.9948822927328557,svr
7,0.8981406688690186,0.04446864128112793,0.9969293756397134,svr
8,0.8746905326843262,0.044173479080200195,0.9918116683725691,svr
9,0.9076929092407227,0.04375791549682617,0.9866939611054247,svr
