,CVL1,TrainL1,CVL2,TrainL2
0.1,0.5480161053021778,0.5549872122762147,0.489515373393302,0.5263427109974426
0.15000000000000002,0.5035400705384682,0.5075873827791987,0.48818686113902976,0.5246376811594203
0.2,0.4984270188607807,0.4974424552429667,0.489927610837691,0.5210997442455243
0.25,0.5015962322406059,0.5132480818414322,0.49064163387283344,0.5173401534526855
0.30000000000000004,0.49269388570714134,0.5077578857630008,0.4858330855421527,0.520460358056266
0.35,0.4985231014169756,0.5164048227986846,0.48746787619000465,0.5171355498721228
0.4,0.5085463248984536,0.5237212276214833,0.48654987671183403,0.5124040920716113
0.45000000000000007,0.5205116101887887,0.5319693094629155,0.4880828885846923,0.5069053708439897
0.5,0.530327356230216,0.5404092071611253,0.4883914128988744,0.5025063938618926
0.55,0.5361555794931656,0.5455940478958381,0.48992332708070957,0.5014647756335735
0.6,0.5373814766287948,0.5444160272804773,0.4892077364421362,0.5011082693947143
0.65,0.5402442022486548,0.5458587448357269,0.4845038928871956,0.49986228605154437
0.7000000000000001,0.5409598968492046,0.5479356960175374,0.4875717958017322,0.49820971867007674
0.75,0.5424931695886259,0.5489173060528559,0.4858331364012491,0.49797101449275355
0.8,0.5444368511421721,0.551150895140665,0.4844032634636729,0.4960677749360614
0.85,0.5458690235840414,0.5502030991424702,0.48675411338034386,0.49646457048292464
0.9,0.5476077359271344,0.5502699630576868,0.48542581081299757,0.49766979255470306
0.9500000000000001,0.5482215988100809,0.5509759052362364,0.48747127130180773,0.49689056400592274
1.0,0.5483232213215692,0.5489323615905894,0.48511953273995834,0.497557857051528
