TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.2,3967,0.997580035291152,0.9403508356087749,knn
0.4,7934,0.9976808671540207,0.9573704206796739,knn
0.6,11901,0.9975632299806738,0.9653559261514696,knn
0.7,13884,0.9976087582829157,0.9685421093738216,knn
0.8,15868,0.9976304512225862,0.9702359179459391,knn
0.9,17851,0.9976023752170746,0.9715263868814784,knn
0.2,3967,0.9706075119737836,0.9692678018608266,rr
0.4,7934,0.9720191580539449,0.9718894771214185,rr
0.6,11901,0.9729434501302412,0.9723735432672864,rr
0.7,13884,0.9731921636416019,0.9729784551609709,rr
0.8,15868,0.973229140408369,0.9731397617360953,rr
0.9,17851,0.9733572348888018,0.9731801087135962,rr
0.2,3967,0.9427275018905975,0.9419639420389381,svr
0.4,7934,0.9539954625661708,0.9515226217886644,svr
0.6,11901,0.9571632635912948,0.9573302687982983,svr
0.7,13884,0.9598818784212042,0.959951838307475,svr
0.8,15868,0.9612931686412907,0.9612826867551231,svr
0.9,17851,0.9625231079491344,0.9623716160009639,svr
