,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,Algorithm
0,0.6960358619689941,1.598416805267334,0.9615675036708657,-0.13398939860834866,knn
1,0.6933953762054443,1.6038155555725098,0.9557810343608869,-0.13821384902011435,knn
2,0.851304292678833,1.6015143394470215,0.961887774106834,-0.12822917584331645,knn
3,0.7127261161804199,1.6101996898651123,0.9633826179179371,-0.1319384542780062,knn
4,0.6957292556762695,1.5905237197875977,0.9625681501661993,-0.13320100074991317,knn
0,0.025569438934326172,0.015303373336791992,0.8792669268624571,-0.36681325784756985,rr
1,0.04079794883728027,0.002044200897216797,0.8848393747644775,-0.36503165763327206,rr
2,0.03500199317932129,0.009047985076904297,0.8748920927362388,-0.37570579299754625,rr
3,0.04332327842712402,0.002228975296020508,0.8791905261822505,-0.36718578850558997,rr
4,0.0397944450378418,0.002302408218383789,0.8785095928185295,-0.37405433800683807,rr
0,55.003167152404785,14.32526969909668,0.8922874610905961,-0.3299520401717082,svr
1,56.30684304237366,13.684379577636719,0.894730345600518,-0.32666022742367384,svr
2,52.876659631729126,10.75885820388794,0.8979620526142698,-0.3262661349656382,svr
3,45.335294246673584,11.029066324234009,0.8974628867766705,-0.3348131023508852,svr
4,46.48285889625549,12.291808366775513,0.8931176255178409,-0.3335280528348366,svr
