TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.2,3967,0.999997859331297,0.9910561682126854,knn
0.4,7934,0.9999981981368737,0.9935876306132532,knn
0.6,11901,0.9999980745561322,0.9949234220164838,knn
0.7,13885,0.9999983475250473,0.9953417178676783,knn
0.8,15868,0.999998464551202,0.9955703577951454,knn
0.9,17852,0.9999981497898289,0.9957539598832053,knn
0.2,3967,0.990075380415694,0.9897892229335022,rr
0.4,7934,0.9899999853969537,0.9899014439273109,rr
0.6,11901,0.989956337245593,0.9899227405882243,rr
0.7,13885,0.9899826223259403,0.9899271669152657,rr
0.8,15868,0.9900125872676206,0.9899411193523704,rr
0.9,17852,0.9900455490734364,0.9899527727236542,rr
0.2,3967,0.9791105056820755,0.978592475311892,svr
0.4,7934,0.985009789770739,0.984921179526229,svr
0.6,11901,0.9865098306661764,0.986518025841941,svr
0.7,13885,0.9869349007492032,0.9869248642526793,svr
0.8,15868,0.9873095524901327,0.9872754650872618,svr
0.9,17852,0.9875229572618359,0.9875036056097415,svr
