TrainSizeFrac,AbsTrainSize,TrainScore,CV-Score,Algorithm
0.2,3967,0.9999999999999986,0.7796627953478734,knn
0.4,7934,0.9999999999999967,0.8346421745689951,knn
0.6,11901,0.9999999999999952,0.8586501427348543,knn
0.7,13885,0.9999999999999943,0.867379794251233,knn
0.8,15868,0.9999999999999936,0.8744573325095241,knn
0.9,17852,0.9999999999999929,0.8792320181414641,knn
0.2,3967,0.8563236027867089,0.853906809238465,rr
0.4,7934,0.8532235802917505,0.8544127636405892,rr
0.6,11901,0.8523818442181328,0.854668338891557,rr
0.7,13885,0.8533992463706694,0.854650798333695,rr
0.8,15868,0.8537005794369164,0.8547467617965105,rr
0.9,17852,0.8546293876479902,0.8548182282867238,rr
0.2,3967,-0.14226373393666916,-0.1394551726843371,svr
0.4,7934,-0.03154440888337162,-0.035114978690629114,svr
0.6,11901,0.05529339940481841,0.05355012566183859,svr
0.7,13885,0.09071011643327878,0.09070711976955978,svr
0.8,15868,0.12196616791707623,0.122550520357702,svr
0.9,17852,0.14907014973009025,0.14847307322204975,svr
