,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.0020644664764404297,0.01902294158935547,0.9979967200711112,0.998048734395517,-117.27479478257601,-45236.098927355764,-212.68779684635356,knn
1,0.0021741390228271484,0.0195310115814209,0.9971240843020845,0.9972601819118,-147.08115948000764,-62175.96437025183,-249.35108656320676,knn
2,0.0020134449005126953,0.019469738006591797,0.9977807299810514,0.9978115805912621,-131.13200966339338,-47211.13544944298,-217.28123584295764,knn
3,0.0022478103637695312,0.021068572998046875,0.9982849646403452,0.998318368997743,-115.44377816360945,-36184.53542338204,-190.2223315580535,knn
4,0.0022230148315429688,0.02086782455444336,0.9982036370038913,0.9982151523545507,-116.62271527162241,-40668.81572011414,-201.66510783998837,knn
5,0.0023081302642822266,0.020574569702148438,0.9984520433128166,0.9984592548326017,-112.96767888310477,-37877.99119909697,-194.62268932243478,knn
6,0.0023984909057617188,0.019258975982666016,0.9983967329923423,0.9984036479005559,-106.69302528676349,-34696.44185316215,-186.26980929061517,knn
7,0.0021209716796875,0.0195009708404541,0.9987175546298607,0.9987175650474889,-109.48087906619416,-28685.812336714454,-169.36886472051012,knn
8,0.0020067691802978516,0.018549680709838867,0.998041823516981,0.9980973166715835,-132.0415491478095,-48939.031398456355,-221.22167931388722,knn
9,0.0020673274993896484,0.019891977310180664,0.9983567766319251,0.9983610186677091,-110.66099653281051,-37810.33661285725,-194.44880203502734,knn
0,0.0019867420196533203,0.001417398452758789,0.9991084432089156,0.9991098025711698,-113.21111073649926,-21167.531729051916,-145.4906585628504,rr
1,0.0024805068969726562,0.001508474349975586,0.9985206200409532,0.9985503342737951,-132.15711712562523,-35680.81297750581,-188.89365520711863,rr
2,0.002602100372314453,0.0015327930450439453,0.9990220065917775,0.9990263933348753,-109.87762703461492,-21077.678255609313,-145.18153551884384,rr
3,0.0025644302368164062,0.0015783309936523438,0.9988347692074765,0.9988350060638215,-119.36262807084667,-25853.431501637737,-160.79002301647245,rr
4,0.002572298049926758,0.0015726089477539062,0.9988823621350665,0.9988824789070635,-129.69451835516253,-26784.902679217517,-163.66093815940783,rr
5,0.002530336380004883,0.0015382766723632812,0.9985253960590247,0.9985509099351155,-132.77611514456066,-32455.132225176356,-180.15307997693617,rr
6,0.0026547908782958984,0.0015861988067626953,0.9988161747998737,0.9988173451777194,-117.99930932923854,-26010.308326913753,-161.27711656311862,rr
7,0.002687692642211914,0.0015192031860351562,0.9989023056637607,0.9989040529971293,-123.87001281203604,-24396.292763166926,-156.19312649142702,rr
8,0.0026688575744628906,0.001537322998046875,0.9989189724778376,0.9989219494044694,-125.88951777767211,-25240.771027363495,-158.8734434301828,rr
9,0.002713441848754883,0.0015811920166015625,0.9986723103932029,0.9986777594112972,-129.10668169787908,-28097.55913424123,-167.62326549211846,rr
0,0.5629324913024902,0.08791875839233398,0.999970720018123,0.9999722204274464,-17.539312255530593,-592.2662371122809,-24.33652064515963,svr
1,0.6181683540344238,0.09536290168762207,0.9999678763891352,0.9999681118975083,-18.008392994713745,-757.4821911679197,-27.522394357466787,svr
2,0.5893962383270264,0.08798885345458984,0.9999708192249892,0.9999710214792166,-17.630076282164968,-646.724554880298,-25.430779675037453,svr
3,0.5495834350585938,0.08817243576049805,0.9999752762330032,0.9999756730216303,-16.481694289039215,-638.2416890360975,-25.263445707901713,svr
4,0.5877959728240967,0.09540271759033203,0.9999663764498131,0.9999665160324067,-20.853588992158326,-808.8446139146943,-28.440193633565407,svr
5,0.6213209629058838,0.08878016471862793,0.9999780328012189,0.9999783121744236,-16.507929447890984,-519.2012685398696,-22.785988425781962,svr
6,0.5826818943023682,0.08726048469543457,0.9999765318061417,0.9999767387730101,-16.14805508886038,-510.16728151137306,-22.58688295253183,svr
7,0.6351888179779053,0.08732223510742188,0.9999695409058307,0.9999698439002319,-19.109217147343195,-647.5597635571594,-25.447195593172136,svr
8,0.571990966796875,0.087432861328125,0.9999750753537465,0.9999750754311117,-15.322488319236165,-433.02415265009745,-20.80923238973743,svr
9,0.5337965488433838,0.0876760482788086,0.9999828919511763,0.999982913981938,-15.254707560629246,-449.75247815408585,-21.207368487251923,svr
