,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.32623767852783203,8.95444369316101,0.9262177913953978,0.9263163988643399,-0.18809199230476406,-0.13393745463467904,-0.3659746639245387,knn
1,0.3166794776916504,8.786046504974365,0.9304683186192388,0.9320261363831899,-0.19942810639289793,-0.12486775773870237,-0.3533663223040679,knn
2,0.3203928470611572,8.880563735961914,0.9379527580837823,0.9383117021585203,-0.186306814947091,-0.10955846298361155,-0.33099616762677414,knn
3,0.3135225772857666,8.95745325088501,0.9326136153447415,0.9331982951996717,-0.19635926783219065,-0.12632296225155307,-0.35541941738114574,knn
4,0.31796908378601074,8.833048582077026,0.9332205058064909,0.9332717920276901,-0.19552443067175368,-0.12405448372381804,-0.3522136904264484,knn
5,0.31265902519226074,8.946820735931396,0.9310190361865512,0.931358917091458,-0.19462315686370504,-0.1265537136565358,-0.3557438877289894,knn
6,0.3127162456512451,8.94947862625122,0.9350196522360595,0.9358906158528514,-0.19424642092120864,-0.11508565689177801,-0.3392427698445142,knn
7,0.32841014862060547,8.83791208267212,0.9249919487990471,0.9256257743574605,-0.19722532385025057,-0.13595701991693881,-0.3687235006301318,knn
8,0.31212735176086426,8.981110572814941,0.9336142018325657,0.9337174964373144,-0.18766950919469905,-0.12192468510318266,-0.3491771543259706,knn
9,0.31684398651123047,8.907846212387085,0.9240739202030529,0.9247136177833616,-0.20216279447279856,-0.13407284900323227,-0.3661595949899883,knn
0,0.06041121482849121,0.011289834976196289,0.8231589452499104,0.8235363067852794,-0.4164697040011336,-0.3151141142131798,-0.5613502598317559,rr
1,0.08916282653808594,0.0026721954345703125,0.8261861302240272,0.8262094743835547,-0.42242248416626255,-0.3185359945804513,-0.56438993132448,rr
2,0.07717037200927734,0.002784252166748047,0.8275201459275872,0.8275779619951162,-0.4220691837695831,-0.3115614295836675,-0.5581768801945021,rr
3,0.08824467658996582,0.0027208328247070312,0.8331684923758804,0.8332496359062964,-0.4130995250656256,-0.31073164641321366,-0.5574330869379872,rr
4,0.07649898529052734,0.002719879150390625,0.8208270201080121,0.8210327200888332,-0.4243353270842728,-0.32748220129290107,-0.5722606060990928,rr
5,0.0925285816192627,0.005387544631958008,0.8469201111678659,0.8469714256627805,-0.40661454310601575,-0.2841543467303514,-0.5330612973480173,rr
6,0.12467455863952637,0.00552678108215332,0.81623914274499,0.8162867816902912,-0.428014797914824,-0.32676675070925165,-0.5716351552426178,rr
7,0.12043094635009766,0.005418539047241211,0.8360425749739381,0.8361084938837787,-0.41275940315826937,-0.30318723974910866,-0.5506244089659562,rr
8,0.11741781234741211,0.005392551422119141,0.8163878035473973,0.81686148403518,-0.42547632212370995,-0.32059264417393624,-0.566209011032089,rr
9,0.11724090576171875,0.00423121452331543,0.8324531389676131,0.8324611462906708,-0.40282739610573204,-0.299526557725676,-0.5472901951667652,rr
0,131.9852752685547,2.692096710205078,0.9854756480942157,0.9854757902872436,-0.08925201696890421,-0.025582122903207622,-0.15994412431598612,svr
1,133.48857021331787,2.70741605758667,0.9712176844009734,0.971521817821472,-0.09565369979099321,-0.05291879800750302,-0.23004086160398335,svr
2,120.80844569206238,2.814631700515747,0.9843400635088746,0.9843461675607705,-0.08874132518730297,-0.029402383172871548,-0.17147123132721578,svr
3,125.05204248428345,2.6876096725463867,0.9887800011706607,0.9888021390628996,-0.08621339247264823,-0.019662359437490815,-0.14022253541243224,svr
4,124.44942879676819,2.7013211250305176,0.9860382316678785,0.9860584197050061,-0.08265061278038134,-0.025382503101868157,-0.15931887239705206,svr
5,125.21793365478516,2.756432056427002,0.9853630525108217,0.9853737475374693,-0.08941398369793246,-0.026918634502501478,-0.16406899311722942,svr
6,125.6027557849884,2.7562878131866455,0.9805087302873507,0.9806271083901928,-0.08576775609792699,-0.03453389814132666,-0.18583298453537966,svr
7,140.63286185264587,2.6599843502044678,0.9785260221543566,0.9785385197737174,-0.09617081317418817,-0.037310401371112425,-0.19315900541034173,svr
8,125.33742070198059,2.736396312713623,0.9743277930639673,0.9744075545444415,-0.08802010216188229,-0.04742638286269249,-0.2177759923928542,svr
9,120.16477966308594,2.7358784675598145,0.9841909239318577,0.9842328764653614,-0.0914621130735973,-0.029617579348559013,-0.17209758670172867,svr
