,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.1155998706817627,0.5430731773376465,0.9999522152930773,0.99995234522146,-1.0306534002703873,-37.66439541016592,-6.137132507137672,knn
1,0.11608743667602539,0.5505630970001221,0.9999305236196393,0.9999307602566118,-1.2647671909288924,-48.89309451341096,-6.992359724256966,knn
2,0.11574959754943848,0.5802047252655029,0.9998257560821922,0.9998269174283965,-2.07431731793526,-110.85915320040652,-10.528967337797498,knn
3,0.11704778671264648,0.5604116916656494,0.9999112996028731,0.9999113314290642,-1.1047518174049122,-59.884725530165355,-7.738522179987943,knn
4,0.1264781951904297,0.5543432235717773,0.9999017540032912,0.9999025167911507,-1.4811938549872576,-64.88863514148612,-8.055348232167628,knn
5,0.11635065078735352,0.5306055545806885,0.9999218146732589,0.999921845689758,-1.2978812648370257,-53.20004902914378,-7.293836372523295,knn
6,0.11638283729553223,0.5418219566345215,0.9999608784185738,0.999960927757622,-1.1270865538486132,-29.060463730387198,-5.390775800419379,knn
7,0.12564611434936523,0.542518138885498,0.9997696267997751,0.9997698249479304,-2.224850993566466,-163.42831680379751,-12.78390851045945,knn
8,0.11494660377502441,0.5507745742797852,0.9999420593451939,0.9999422508434359,-1.0259655740591438,-40.00167219570492,-6.324687517633177,knn
9,0.1159067153930664,0.5582547187805176,0.9999204555463664,0.9999204912827308,-1.3395928172451177,-49.86555562476559,-7.061554759737093,knn
0,0.009130239486694336,0.002843141555786133,0.9940808210947039,0.9940947570571335,-48.25086983117365,-4405.123735434486,-66.3711061790783,rr
1,0.012850761413574219,0.002030611038208008,0.9936943206317074,0.9936964929904093,-47.10920052031686,-4451.76187369907,-66.7215248154527,rr
2,0.013141632080078125,0.0020627975463867188,0.9933053643957697,0.9933061554500503,-45.77922631311776,-4148.888563475999,-64.41186663555094,rr
3,0.013089895248413086,0.0020754337310791016,0.993960893891373,0.9939628928725558,-47.22798757327473,-4657.161621586699,-68.24339983900786,rr
4,0.013056755065917969,0.0021064281463623047,0.9927055116176043,0.9927113390642526,-46.57390410952513,-4774.941820578894,-69.10095383262734,rr
5,0.013045787811279297,0.0020377635955810547,0.9919590693092093,0.9919765722018489,-48.9683178103133,-5510.189527110049,-74.23065086007296,rr
6,0.012990474700927734,0.002048015594482422,0.9924683389155465,0.9924684453532859,-48.29748319727742,-5306.937441208305,-72.84872985308876,rr
7,0.013108015060424805,0.002177715301513672,0.9927706026717458,0.9927722303891635,-47.35903457036752,-4720.577330847141,-68.70645770847993,rr
8,0.013074874877929688,0.002087116241455078,0.9938670061860726,0.9938675588457739,-44.81020478336223,-4139.888930030997,-64.34196865212469,rr
9,0.0130767822265625,0.0020856857299804688,0.9933511339311076,0.9933530490125945,-45.73575290118123,-4661.264480022103,-68.2734536992388,rr
0,20.863579511642456,2.596454381942749,0.9994639614222819,0.9994759601831191,-10.455172739188853,-358.8586229173678,-18.943564155600914,svr
1,20.84558916091919,2.583961009979248,0.9996284203919363,0.9996305946599322,-9.779056906872682,-284.1948055108533,-16.858078345732448,svr
2,20.140658617019653,2.771880865097046,0.9995167894346535,0.9995199353115437,-10.366062626694438,-324.66746087358104,-18.01853104094729,svr
3,20.303486585617065,2.594572067260742,0.9994373293447353,0.9994588503043544,-11.526720267399996,-420.86866903391996,-20.515083939236515,svr
4,20.271124124526978,2.7314369678497314,0.9994432398016926,0.9994469810701536,-10.9147341107622,-382.00366964187606,-19.544914163072605,svr
5,21.06627655029297,2.781355857849121,0.9993982785955288,0.9994136927538305,-11.347889387221102,-444.53759666345206,-21.084060250896933,svr
6,20.412957429885864,2.5991110801696777,0.9994701151729926,0.9994802081831671,-10.553206558909107,-347.8044070430333,-18.6495149278214,svr
7,20.323745727539062,2.598365306854248,0.9993921244957724,0.9993990573094647,-10.523450437458015,-358.11057354412156,-18.923809699532534,svr
8,20.479692459106445,2.5901565551757812,0.999166180967852,0.9991909487660587,-12.738772777508643,-573.8621031623132,-23.955419077158997,svr
9,20.101757287979126,2.611476421356201,0.9995065399336115,0.9995201521945751,-10.488778287222916,-345.80321856249014,-18.595784967634202,svr
