,fit_time,score_time,test_accuracy,algorithm
0,0.015514612197875977,0.09693121910095215,0.9797979797979798,knn
1,0.014348745346069336,0.09741806983947754,0.98989898989899,knn
2,0.014314413070678711,0.09673881530761719,0.9847715736040609,knn
3,0.015356779098510742,0.09754467010498047,0.9746192893401016,knn
4,0.015420198440551758,0.09728217124938965,0.9949238578680203,knn
5,0.015419721603393555,0.09890627861022949,0.9898477157360406,knn
6,0.01543116569519043,0.09693217277526855,0.9744897959183674,knn
7,0.015417098999023438,0.09823894500732422,0.9948979591836735,knn
8,0.015418291091918945,0.09435129165649414,0.9743589743589743,knn
9,0.015434503555297852,0.0969552993774414,0.9794871794871794,knn
0,0.021215200424194336,0.0009810924530029297,0.9141414141414141,rr
1,0.03524637222290039,0.0008623600006103516,0.8787878787878788,rr
2,0.03470873832702637,0.0009415149688720703,0.9035532994923858,rr
3,0.03489947319030762,0.0009026527404785156,0.9238578680203046,rr
4,0.035164594650268555,0.0009238719940185547,0.8883248730964467,rr
5,0.03516364097595215,0.0008981227874755859,0.9441624365482234,rr
6,0.0349268913269043,0.0009105205535888672,0.8826530612244898,rr
7,0.03467059135437012,0.0009171962738037109,0.8877551020408163,rr
8,0.044399261474609375,0.0008912086486816406,0.9179487179487179,rr
9,0.06042647361755371,0.0008714199066162109,0.9384615384615385,rr
0,0.15703392028808594,0.005526065826416016,0.9797979797979798,svr
1,0.09966444969177246,0.005430698394775391,0.9848484848484849,svr
2,0.09566783905029297,0.005581378936767578,0.9847715736040609,svr
3,0.09420371055603027,0.005452394485473633,0.9898477157360406,svr
4,0.09992837905883789,0.005540609359741211,0.9949238578680203,svr
5,0.10960745811462402,0.006090879440307617,0.9949238578680203,svr
6,0.10533952713012695,0.005532503128051758,0.9744897959183674,svr
7,0.10074901580810547,0.0057108402252197266,0.9948979591836735,svr
8,0.09084391593933105,0.005402088165283203,0.9897435897435898,svr
9,0.09798336029052734,0.005682229995727539,0.9794871794871794,svr
