,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.11805510520935059,0.42714405059814453,0.9999992374391055,0.9999992376698431,-1.42375670911576,-274.3680855876778,-16.56406005747618,knn
1,0.11792135238647461,0.4107968807220459,0.9999954610391947,0.999995474142957,-2.8624855266666964,-1619.9378127735872,-40.248451060551226,knn
2,0.11799836158752441,0.4249424934387207,0.9999969308949144,0.9999969327565195,-1.6636765077125004,-1049.348353696188,-32.39364681069713,knn
3,0.11785078048706055,0.4239184856414795,0.9999998899268403,0.9999998900449526,-0.5575911016602556,-38.843816616327636,-6.232480775447899,knn
4,0.11784005165100098,0.4210059642791748,0.9999983299344125,0.9999983315596571,-2.1304958329435397,-573.8492325919825,-23.95515043976937,knn
5,0.11816811561584473,0.4221515655517578,0.9999995694608018,0.9999995706207389,-1.2251167525516617,-151.3115923065162,-12.30087770472157,knn
6,0.1178433895111084,0.42345690727233887,0.99999754691669,0.9999975489265824,-1.9453428411295839,-854.6028118579487,-29.23359047154401,knn
7,0.16311240196228027,0.42043566703796387,0.9999998415378751,0.9999998415425378,-0.6151833771290938,-56.20121744532241,-7.496747124274795,knn
8,0.12522363662719727,0.417726993560791,0.9999977909004547,0.9999977987788404,-2.5097963484228174,-748.794438558978,-27.364108583306308,knn
9,0.11987566947937012,0.41269803047180176,0.9999996033887573,0.999999603811954,-1.1274978994594458,-140.21755723184415,-11.841349468360612,knn
0,0.009585142135620117,0.0018353462219238281,0.9999837849771392,0.9999837946970804,-59.394783332441186,-5493.303385355617,-74.1168225530184,rr
1,0.01645183563232422,0.001981496810913086,0.9999828629068804,0.9999828772930065,-61.755826039812504,-5591.993733497466,-74.77963448357758,rr
2,0.016818761825561523,0.001962423324584961,0.9999847031505027,0.9999847032265887,-60.10714138579134,-5519.765433842463,-74.29512389008086,rr
3,0.01682567596435547,0.0020105838775634766,0.9999840967498359,0.9999841129831605,-58.747824890894165,-5371.296267322754,-73.28912789304259,rr
4,0.01688551902770996,0.0019903182983398438,0.9999842231260037,0.9999843831198737,-60.43307238495093,-5565.229159144346,-74.60046353169896,rr
5,0.016762495040893555,0.0020513534545898438,0.9999848430858644,0.9999849511801702,-60.30714302361241,-5539.243909510849,-74.4260969654519,rr
6,0.016907930374145508,0.002006053924560547,0.9999841403691133,0.9999841447192951,-58.70776853020223,-5375.222194027019,-73.31590682810258,rr
7,0.01531362533569336,0.0021181106567382812,0.9999846286287326,0.9999846286624519,-60.071550359650786,-5634.752450710265,-75.06498818164341,rr
8,0.016667604446411133,0.0021181106567382812,0.999985263925928,0.9999852641958729,-59.92400564471261,-5347.321992345914,-73.12538541673413,rr
9,0.016756534576416016,0.002149820327758789,0.9999840876795928,0.999984095445888,-60.18100780564022,-5557.3505092131945,-74.54763919275508,rr
0,17.10599684715271,2.622561454772949,0.999998324950181,0.9999983367917771,-17.51372727430071,-578.8705635323265,-24.059729082687664,svr
1,17.916112899780273,2.6292049884796143,0.9999979649698044,0.9999979650550281,-19.362126835422885,-734.500870924881,-27.101676533470787,svr
2,16.803879737854004,2.6417698860168457,0.9999983107459566,0.999998316546189,-18.17618277238943,-598.8810850427872,-24.472047013741765,svr
3,17.80852460861206,2.6699140071868896,0.9999980684718351,0.9999980703393097,-19.224780141700958,-684.3815117952596,-26.160686378519575,svr
4,17.16946816444397,2.6740639209747314,0.9999981510964464,0.9999981536326984,-18.543456466483462,-637.2974565675653,-25.244751069629608,svr
5,17.90570378303528,2.6535563468933105,0.9999983195117,0.9999983259056313,-18.07381946164059,-607.5467831344436,-24.648464113093205,svr
6,17.94596219062805,2.646610736846924,0.9999982506545831,0.9999982685839923,-17.538648928303104,-568.5179115434102,-23.84361364272224,svr
7,17.25369429588318,2.7314624786376953,0.9999979225664244,0.9999979323211762,-19.124678105462134,-722.9604144670608,-26.88792320851614,svr
8,18.299443006515503,2.627211332321167,0.999998199238697,0.9999982230028066,-18.85266973631193,-658.5996774798477,-25.663196945818104,svr
9,16.92873525619507,2.6376376152038574,0.9999981521329078,0.9999981722604029,-18.347768818767115,-633.0499707587894,-25.16048431089492,svr
