,fit_time,score_time,test_accuracy,algorithm
0,0.005335569381713867,0.006144285202026367,0.9797979797979798,knn
1,0.004914760589599609,0.0063762664794921875,1.0,knn
2,0.004907846450805664,0.006334543228149414,0.9949238578680203,knn
3,0.005040407180786133,0.006281614303588867,0.9949238578680203,knn
4,0.005011558532714844,0.0065250396728515625,0.9746192893401016,knn
5,0.0049550533294677734,0.0062656402587890625,0.9898477157360406,knn
6,0.0049588680267333984,0.006174564361572266,0.9948979591836735,knn
7,0.004950046539306641,0.006139278411865234,0.9897959183673469,knn
8,0.004938602447509766,0.0062770843505859375,0.9897435897435898,knn
9,0.004995107650756836,0.0064601898193359375,0.9948717948717949,knn
0,0.007929325103759766,0.0006108283996582031,0.7929292929292929,rr
1,0.012984275817871094,0.0006697177886962891,0.7828282828282829,rr
2,0.013141632080078125,0.0006203651428222656,0.7918781725888325,rr
3,0.013022899627685547,0.0006480216979980469,0.7969543147208121,rr
4,0.01290440559387207,0.0006654262542724609,0.766497461928934,rr
5,0.012926101684570312,0.0006532669067382812,0.7969543147208121,rr
6,0.012930631637573242,0.0006239414215087891,0.8010204081632653,rr
7,0.013405323028564453,0.0006954669952392578,0.8061224489795918,rr
8,0.013820886611938477,0.0006697177886962891,0.841025641025641,rr
9,0.013585090637207031,0.00045561790466308594,0.8102564102564103,rr
0,0.09615540504455566,0.0032012462615966797,0.9545454545454546,svr
1,0.055174827575683594,0.0034856796264648438,0.9595959595959596,svr
2,0.06228327751159668,0.0031707286834716797,0.9644670050761421,svr
3,0.06152772903442383,0.0031325817108154297,0.9695431472081218,svr
4,0.058170318603515625,0.003099203109741211,0.9441624365482234,svr
5,0.058387041091918945,0.0030927658081054688,0.9593908629441624,svr
6,0.05737042427062988,0.0029761791229248047,0.9438775510204082,svr
7,0.06138253211975098,0.003179311752319336,0.9744897959183674,svr
8,0.06127357482910156,0.003036022186279297,0.958974358974359,svr
9,0.06489014625549316,0.0034492015838623047,0.958974358974359,svr
