,fit_time,score_time,test_accuracy,algorithm
0,0.12833285331726074,0.14250588417053223,0.9806013579049466,knn
1,0.12450599670410156,0.14022588729858398,0.987378640776699,knn
2,0.12517595291137695,0.14019250869750977,0.9844509232264335,knn
3,0.12476062774658203,0.14972925186157227,0.9834791059280855,knn
4,0.1312406063079834,0.143538236618042,0.9854085603112841,knn
5,0.12450289726257324,0.14002346992492676,0.9892996108949417,knn
6,0.12500548362731934,0.14276528358459473,0.9815175097276264,knn
7,0.12524628639221191,0.14574241638183594,0.9863813229571985,knn
8,0.12449383735656738,0.14060091972351074,0.9824902723735408,knn
9,0.12538409233093262,0.1413559913635254,0.9892996108949417,knn
0,0.039835214614868164,0.0016450881958007812,0.8438409311348206,rr
1,0.07211613655090332,0.0017781257629394531,0.8485436893203884,rr
2,0.07361412048339844,0.0017473697662353516,0.8688046647230321,rr
3,0.0762333869934082,0.0017838478088378906,0.8542274052478134,rr
4,0.07613205909729004,0.0017817020416259766,0.8696498054474708,rr
5,0.10638737678527832,0.0015513896942138672,0.8414396887159533,rr
6,0.11324548721313477,0.001566171646118164,0.8589494163424124,rr
7,0.07606077194213867,0.0017435550689697266,0.8336575875486382,rr
8,0.07628107070922852,0.0017039775848388672,0.8472762645914397,rr
9,0.1076962947845459,0.0016961097717285156,0.8608949416342413,rr
0,0.9500095844268799,0.047044992446899414,0.9932104752667313,svr
1,1.0082030296325684,0.0468447208404541,0.9893203883495145,svr
2,0.9792237281799316,0.046761274337768555,0.9873663751214772,svr
3,0.9786436557769775,0.04670858383178711,0.9863945578231292,svr
4,0.977266788482666,0.04636859893798828,0.9912451361867705,svr
5,1.0754034519195557,0.04725480079650879,0.9922178988326849,svr
6,0.9501581192016602,0.04729485511779785,0.9931906614785992,svr
7,0.917788028717041,0.04674959182739258,0.9931906614785992,svr
8,0.9824597835540771,0.04729461669921875,0.9922178988326849,svr
9,1.0299491882324219,0.04655957221984863,0.9912451361867705,svr
