,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.0021882057189941406,0.01447749137878418,0.9682116272836309,0.9692443236100693,-0.04701658142813875,-0.023702930402533285,-0.15395756039419853,knn
1,0.0023376941680908203,0.016508102416992188,0.990396349714018,0.9904990835116041,-0.03740109529017276,-0.0073588563357641626,-0.08578377664666066,knn
2,0.0021996498107910156,0.01677870750427246,0.966546914884415,0.9672465934923707,-0.060503367803019154,-0.025463418432591214,-0.1595726117872087,knn
3,0.002267599105834961,0.01634359359741211,0.9921856652803309,0.9924408173476248,-0.023322181798011085,-0.004996157271515448,-0.0706835007021826,knn
4,0.0022661685943603516,0.01590585708618164,0.9759721678179593,0.9768465047231533,-0.038807860384884374,-0.01878861888597954,-0.13707158307242073,knn
5,0.002022981643676758,0.01486968994140625,0.9561183972149063,0.9561627526601881,-0.03095656399989652,-0.02587169202772299,-0.1608467967592858,knn
6,0.0020644664764404297,0.015421390533447266,0.9742011580948728,0.9743786022686554,-0.04702562032666365,-0.01921831852990592,-0.138630150147455,knn
7,0.0020596981048583984,0.014478921890258789,0.969359158384927,0.9693784682416052,-0.042409542310881856,-0.017763329596545235,-0.13327914164093807,knn
8,0.002022981643676758,0.014634370803833008,0.9576473957639521,0.9578548111459146,-0.051570861129080714,-0.03251042030266365,-0.1803064621766609,knn
9,0.0020203590393066406,0.014481782913208008,0.9144230634067205,0.9145810671870425,-0.06537241580146202,-0.059180792257887214,-0.24327102634281628,knn
0,0.0018248558044433594,0.0013937950134277344,0.7414457789030467,0.7414924887285694,-0.2410018574785991,-0.1811508054594815,-0.4256181451248073,rr
1,0.0026450157165527344,0.0015063285827636719,0.8181223813097936,0.8206366467069872,-0.22769652913319482,-0.13461394653932834,-0.3668977330801164,rr
2,0.0027434825897216797,0.0014712810516357422,0.6859748212954053,0.6859764062508619,-0.26828034000196677,-0.19728594053223641,-0.4441688198559602,rr
3,0.0027112960815429688,0.001462697982788086,0.7657202345251792,0.7657204028736032,-0.2705054540998279,-0.20072026451542932,-0.4480181519932304,rr
4,0.0027332305908203125,0.0014886856079101562,0.724193726742812,0.7288973210728065,-0.2648983168131198,-0.22058754090247196,-0.4696674790769231,rr
5,0.0027551651000976562,0.0015249252319335938,0.8014474414947883,0.8016198697300787,-0.23240002398544277,-0.14811400142807915,-0.38485581901288585,rr
6,0.002699613571166992,0.0015189647674560547,0.8067274601390636,0.807207728106585,-0.21990931199140404,-0.12810273590255092,-0.35791442539041496,rr
7,0.0027654170989990234,0.0014684200286865234,0.7745582353015483,0.7748570231857577,-0.22437830461832475,-0.1387474228763957,-0.37248815132349605,rr
8,0.0027332305908203125,0.0014519691467285156,0.778577990825018,0.7786248947100651,-0.23013536919087174,-0.14992575795111948,-0.3872024766851569,rr
9,0.002719402313232422,0.0014688968658447266,0.8068848065280039,0.8071371387450854,-0.21902800515097817,-0.1207537557559446,-0.3474964111411003,rr
0,5.66706919670105,0.026790618896484375,0.9449698846096878,0.9449989078662059,-0.09250246965690605,-0.03425231204322052,-0.18507380161227716,svr
1,4.930567979812622,0.025892972946166992,0.9029408333230193,0.9036748584219665,-0.11789212979891442,-0.05932383050192663,-0.24356483839406426,svr
2,5.048729658126831,0.026875019073486328,0.9782081132422735,0.9789439461392151,-0.08490350877380207,-0.016964001705052887,-0.1302459277868329,svr
3,4.799452066421509,0.026282072067260742,0.9488252483831321,0.949584956256298,-0.10651003713070947,-0.04354621447500805,-0.20867729745951774,svr
4,5.132972955703735,0.02611231803894043,0.9351134310334692,0.9351148653179008,-0.10617607648732333,-0.042667883843442285,-0.20656205809257974,svr
5,5.223950624465942,0.02629566192626953,0.949954544002463,0.949979575417674,-0.09664014534576904,-0.03610230183379533,-0.19000605736079923,svr
6,5.769175052642822,0.025901079177856445,0.9267652782405383,0.927265477218375,-0.1124232912753835,-0.04963683418832519,-0.22279325436001243,svr
7,5.172048330307007,0.0257723331451416,0.9358062618652925,0.9358422329608904,-0.11083275587530343,-0.049824271003698024,-0.2232135099040782,svr
8,6.090024471282959,0.029129505157470703,0.967874484417317,0.9679433929974405,-0.09043254446117827,-0.02120443102275934,-0.1456174131852346,svr
9,6.446669578552246,0.026747941970825195,0.9669514227510095,0.9671654663226518,-0.08541952193344422,-0.022214572038578323,-0.14904553679523022,svr
