,fit_time,score_time,test_r2,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_neg_rmse,algorithm
0,0.1158607006072998,0.5331931114196777,0.9997367943392975,0.9997422228778754,-138.94308540676786,-90903.33365009178,-301.5017970926405,knn
1,0.11478996276855469,0.5471041202545166,0.9997431927695208,0.9997477313916802,-136.30788892640922,-89206.38896645022,-298.67438619079843,knn
2,0.12099623680114746,0.553826093673706,0.9997309171752171,0.9997333124180308,-130.3461426816153,-91823.57069166389,-303.02404309173863,knn
3,0.11518239974975586,0.5505402088165283,0.9997423805295533,0.9997450358722728,-129.05126611752652,-90041.99874418436,-300.06998974270044,knn
4,0.11509323120117188,0.5204646587371826,0.9997537262636935,0.9997578476170458,-129.4386556144702,-86318.12551669414,-293.79946479987694,knn
5,0.11699867248535156,0.5479474067687988,0.99961422250314,0.9996236291019365,-155.88360163593518,-134736.99060972745,-367.0653764790782,knn
6,0.1161797046661377,0.5445706844329834,0.9997061921969495,0.9997143506969527,-142.21916683464065,-100737.35000948835,-317.39147753127895,knn
7,0.11525583267211914,0.5502674579620361,0.9996987036082866,0.9997040177964307,-146.75412275584108,-106527.64370566903,-326.3857284037846,knn
8,0.11529064178466797,0.5374538898468018,0.9997509386673491,0.9997533624508501,-135.50439900988752,-89778.0658354748,-299.62988141284376,knn
9,0.11527800559997559,0.5501446723937988,0.9997260376119874,0.9997273581894326,-138.13007018565511,-98540.52134928916,-313.91164576882005,knn
0,0.009865999221801758,0.00975942611694336,0.9999054909408838,0.9999055246135332,-138.4471040581062,-32739.036305922808,-180.9393166393717,rr
1,0.015725135803222656,0.002088308334350586,0.9999078590931383,0.9999079757933695,-138.3652035886001,-32511.305504470485,-180.30891687454198,rr
2,0.015629291534423828,0.001972675323486328,0.9999068352536138,0.9999070295747345,-134.1327307714592,-30946.61119472848,-175.9164892633106,rr
3,0.01574873924255371,0.0020563602447509766,0.9999078075013383,0.9999078088461594,-138.42092573502723,-32970.239232987005,-181.5770889539399,rr
4,0.015643596649169922,0.0020461082458496094,0.9999114200292961,0.9999115285047241,-134.09410706358426,-31555.10707636621,-177.63757225420025,rr
5,0.015568971633911133,0.0020334720611572266,0.9999034082317008,0.999903468192083,-137.44306243561022,-32595.023853430735,-180.54092016335449,rr
6,0.015437841415405273,0.001997709274291992,0.9999055632727973,0.9999055794287425,-140.8106642759885,-33175.761819957144,-182.14214729149634,rr
7,0.015549421310424805,0.0020766258239746094,0.9998979186391247,0.9998979585287608,-145.82679805979862,-36702.24472081197,-191.57829919072768,rr
8,0.015524864196777344,0.002017498016357422,0.9999158275872543,0.9999160135990358,-131.38525626911778,-30244.2028424183,-173.9086048544416,rr
9,0.015633106231689453,0.0020368099212646484,0.9999083604305662,0.9999083658358944,-136.43192566132845,-32054.453534056192,-179.0375757601074,rr
0,11.51265549659729,2.632814407348633,0.9999826956486988,0.9999826999466381,-53.69492959121186,-5976.05181644446,-77.304927504296,svr
1,11.198137044906616,2.6616580486297607,0.9999837430934814,0.9999837560742875,-53.12995104720601,-5883.684012359028,-76.7051759163554,svr
2,11.43856430053711,2.674788236618042,0.9999845610931748,0.9999845830814547,-51.946199404395024,-5441.976505231209,-73.76975332228791,svr
3,11.387165307998657,2.6720428466796875,0.999981822892558,0.9999818252224599,-56.491563874354256,-6499.610412768812,-80.62016132934002,svr
4,11.44443678855896,2.661766290664673,0.999983316413863,0.9999833326378065,-52.955311420226,-5733.2373324065575,-75.71814401057753,svr
5,11.384733438491821,2.6546926498413086,0.9999805092150504,0.9999805377240166,-54.98152591548494,-6646.611619869857,-81.52675401283837,svr
6,11.603140830993652,2.6709163188934326,0.9999839810667968,0.9999840326598101,-53.813468229824196,-5711.470609355858,-75.57427213910735,svr
7,11.40965723991394,2.669987916946411,0.9999836458838793,0.9999836739045845,-53.299249562978915,-5680.471627854717,-75.36890358665646,svr
8,11.526659727096558,2.6643428802490234,0.9999827684304705,0.9999828108632055,-55.0738868047931,-6160.1395840662435,-78.48655670919857,svr
9,11.580820322036743,2.653075695037842,0.9999838955998877,0.999983918965371,-51.15093071720882,-5450.918687444524,-73.83033717547634,svr
