,fit_time,score_time,test_accuracy,algorithm
0,0.003250598907470703,0.003991842269897461,0.98989898989899,knn
1,0.003129720687866211,0.004078865051269531,0.9545454545454546,knn
2,0.0032138824462890625,0.004171609878540039,0.9746192893401016,knn
3,0.003178834915161133,0.003998279571533203,0.9593908629441624,knn
4,0.0031595230102539062,0.003992795944213867,0.9543147208121827,knn
5,0.0031685829162597656,0.003957033157348633,0.9796954314720813,knn
6,0.0031936168670654297,0.0040547847747802734,0.9846938775510204,knn
7,0.003122568130493164,0.0040264129638671875,0.9489795918367347,knn
8,0.003163576126098633,0.004131317138671875,0.958974358974359,knn
9,0.0031554698944091797,0.004006624221801758,0.958974358974359,knn
0,0.007695913314819336,0.0005891323089599609,0.9242424242424242,rr
1,0.012687206268310547,0.0006585121154785156,0.9141414141414141,rr
2,0.012912750244140625,0.0006453990936279297,0.9137055837563451,rr
3,0.013168573379516602,0.0006527900695800781,0.9289340101522843,rr
4,0.012903928756713867,0.0006248950958251953,0.8984771573604061,rr
5,0.012871742248535156,0.0006346702575683594,0.8984771573604061,rr
6,0.013052225112915039,0.0006415843963623047,0.9081632653061225,rr
7,0.012846231460571289,0.000614166259765625,0.8826530612244898,rr
8,0.012872457504272461,0.0006403923034667969,0.8923076923076924,rr
9,0.01296234130859375,0.0006351470947265625,0.9076923076923077,rr
0,0.11169552803039551,0.0026502609252929688,0.9848484848484849,svr
1,0.08645987510681152,0.0025861263275146484,0.9545454545454546,svr
2,0.07868790626525879,0.0026040077209472656,0.9796954314720813,svr
3,0.07998800277709961,0.002635955810546875,0.9898477157360406,svr
4,0.07565116882324219,0.002687692642211914,0.9898477157360406,svr
5,0.08191967010498047,0.0026543140411376953,0.9796954314720813,svr
6,0.08147954940795898,0.0027298927307128906,0.9795918367346939,svr
7,0.07466006278991699,0.002596139907836914,0.9795918367346939,svr
8,0.08162832260131836,0.002652883529663086,0.9846153846153847,svr
9,0.07543396949768066,0.002496004104614258,0.958974358974359,svr
