,fit_time,score_time,test_accuracy,algorithm
0,0.3279397487640381,2.2697105407714844,0.9951503394762367,knn
1,0.3220808506011963,2.253692626953125,0.9883495145631068,knn
2,0.32402849197387695,2.2310335636138916,0.9922254616132167,knn
3,0.32977914810180664,2.256563901901245,0.9854227405247813,knn
4,0.3192710876464844,2.265205144882202,0.9941634241245136,knn
5,0.322399377822876,2.20625638961792,0.9883268482490273,knn
6,0.3221457004547119,2.1920344829559326,0.9863813229571985,knn
7,0.33077144622802734,2.2378978729248047,0.9863813229571985,knn
8,0.31937432289123535,2.2278566360473633,0.9854085603112841,knn
9,0.3309786319732666,2.236887216567993,0.9912451361867705,knn
0,0.096221923828125,0.026330947875976562,0.9291949563530553,rr
1,0.1253664493560791,0.013520240783691406,0.9271844660194175,rr
2,0.12696313858032227,0.018618345260620117,0.9251700680272109,rr
3,0.12549567222595215,0.01859593391418457,0.9154518950437318,rr
4,0.12581443786621094,0.007146596908569336,0.9270428015564203,rr
5,0.13062167167663574,0.005480051040649414,0.933852140077821,rr
6,0.15827703475952148,0.0066869258880615234,0.9231517509727627,rr
7,0.131514310836792,0.011039972305297852,0.9250972762645915,rr
8,0.14784550666809082,0.00648188591003418,0.9280155642023347,rr
9,0.16440463066101074,0.0066623687744140625,0.9231517509727627,rr
0,1.2964518070220947,0.05876278877258301,0.991270611057226,svr
1,1.1913247108459473,0.06541323661804199,0.9893203883495145,svr
2,1.2518072128295898,0.0600888729095459,0.9844509232264335,svr
3,1.221576452255249,0.06092548370361328,0.9941690962099126,svr
4,1.2937579154968262,0.06417703628540039,0.9970817120622568,svr
5,1.294057846069336,0.06312918663024902,0.9912451361867705,svr
6,1.2923452854156494,0.06270289421081543,0.995136186770428,svr
7,1.332038164138794,0.06536507606506348,0.9912451361867705,svr
8,1.3086812496185303,0.06466412544250488,0.9961089494163424,svr
9,1.1849112510681152,0.0616145133972168,0.9931906614785992,svr
