,fit_time,score_time,test_accuracy,algorithm
0,0.131699800491333,0.14165401458740234,0.9932104752667313,knn
1,0.12342119216918945,0.1409008502960205,0.9932038834951457,knn
2,0.13044333457946777,0.1390378475189209,0.9931972789115646,knn
3,0.12335467338562012,0.13645720481872559,0.9970845481049563,knn
4,0.13190650939941406,0.13730359077453613,0.9961089494163424,knn
5,0.12370038032531738,0.1414804458618164,0.9902723735408561,knn
6,0.1356501579284668,0.14632463455200195,0.9941634241245136,knn
7,0.12319254875183105,0.14035868644714355,0.9922178988326849,knn
8,0.12351322174072266,0.13415122032165527,0.9931906614785992,knn
9,0.12304329872131348,0.14953160285949707,0.9902723735408561,knn
0,0.042659759521484375,0.0016694068908691406,0.965082444228904,rr
1,0.07210922241210938,0.0016782283782958984,0.962135922330097,rr
2,0.07228755950927734,0.0016796588897705078,0.967930029154519,rr
3,0.06999731063842773,0.0017516613006591797,0.9718172983479106,rr
4,0.07215595245361328,0.0017092227935791016,0.9737354085603113,rr
5,0.11255764961242676,0.0016682147979736328,0.9717898832684825,rr
6,0.07138705253601074,0.0017402172088623047,0.9747081712062257,rr
7,0.07131457328796387,0.0017507076263427734,0.9785992217898832,rr
8,0.07123780250549316,0.0017266273498535156,0.9717898832684825,rr
9,0.08745145797729492,0.0016415119171142578,0.980544747081712,rr
0,0.2775239944458008,0.015176057815551758,0.9941804073714839,svr
1,0.27185797691345215,0.015241146087646484,0.9970873786407767,svr
2,0.26134586334228516,0.015224933624267578,0.9922254616132167,svr
3,0.25492000579833984,0.01442098617553711,0.9873663751214772,svr
4,0.2601175308227539,0.014962196350097656,0.9941634241245136,svr
5,0.27460384368896484,0.0157320499420166,0.9961089494163424,svr
6,0.25984835624694824,0.015012502670288086,0.9892996108949417,svr
7,0.26888179779052734,0.015200376510620117,0.9941634241245136,svr
8,0.2561306953430176,0.016039371490478516,0.9883268482490273,svr
9,0.2638254165649414,0.015544891357421875,0.9941634241245136,svr
