,L1NN,L2NN,RIDGE
0.0,0.70652173913,0.70652173913,0.902173913043
0.25,0.70652173913,0.70652173913,0.902173913043
0.5,0.70652173913,0.70652173913,0.902173913043
0.75,0.70652173913,0.70652173913,0.902173913043
1.0,0.70652173913,0.70652173913,0.902173913043
1.25,0.70652173913,0.70652173913,0.891304347826
1.5,0.695652173913,0.695652173913,0.902173913043
1.75,0.695652173913,0.684782608696,0.891304347826
2.0,0.695652173913,0.673913043478,0.891304347826
2.25,0.684782608696,0.663043478261,0.891304347826
2.5,0.695652173913,0.673913043478,0.902173913043
2.75,0.673913043478,0.652173913043,0.869565217391
3.0,0.663043478261,0.652173913043,0.880434782609
3.25,0.663043478261,0.652173913043,0.858695652174
3.5,0.663043478261,0.641304347826,0.858695652174
3.75,0.652173913043,0.641304347826,0.826086956522
4.0,0.652173913043,0.630434782609,0.815217391304
4.25,0.673913043478,0.673913043478,0.826086956522
4.5,0.673913043478,0.652173913043,0.847826086957
4.75,0.673913043478,0.673913043478,0.826086956522
5.0,0.673913043478,0.663043478261,0.858695652174
5.25,0.663043478261,0.663043478261,0.858695652174
5.5,0.641304347826,0.641304347826,0.847826086957
5.75,0.597826086957,0.597826086957,0.869565217391
6.0,0.641304347826,0.608695652174,0.858695652174
6.25,0.619565217391,0.608695652174,0.847826086957
6.5,0.619565217391,0.597826086957,0.858695652174
6.75,0.641304347826,0.608695652174,0.815217391304
7.0,0.630434782609,0.619565217391,0.826086956522
7.25,0.597826086957,0.586956521739,0.815217391304
7.5,0.619565217391,0.576086956522,0.760869565217
7.75,0.597826086957,0.597826086957,0.815217391304
8.0,0.597826086957,0.576086956522,0.815217391304
8.25,0.630434782609,0.619565217391,0.804347826087
8.5,0.586956521739,0.586956521739,0.815217391304
8.75,0.597826086957,0.608695652174,0.782608695652
9.0,0.630434782609,0.619565217391,0.739130434783
9.25,0.641304347826,0.641304347826,0.739130434783
9.5,0.641304347826,0.619565217391,0.75
9.75,0.586956521739,0.619565217391,0.782608695652
10.0,0.608695652174,0.630434782609,0.739130434783
