,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_r2,test_neg_rmse,algorithm
0,0.13138771057128906,1.3325774669647217,0.9465348942358813,-0.1605829619571157,-0.099385204385018,0.9463918011489586,-0.3152541901149261,knn
1,0.13149642944335938,1.2818939685821533,0.9503643817684654,-0.15324704224753316,-0.09150948857734083,0.9501781930939959,-0.30250535297303555,knn
2,0.13136839866638184,1.321319580078125,0.9468915093043521,-0.15523991420522054,-0.09546992382598962,0.9466338401578022,-0.3089820768685291,knn
3,0.13289690017700195,1.2658514976501465,0.9551029841811174,-0.1476968329040625,-0.08409819269309574,0.9550392229109866,-0.28999688393687223,knn
4,0.13666987419128418,1.5652916431427002,0.9438120939684671,-0.16235022961714787,-0.10429350950731725,0.9435539050699608,-0.32294505648378835,knn
0,0.009927511215209961,0.002720355987548828,0.8055679644935068,-0.47847716368889653,-0.3661502702703534,0.8055468167237081,-0.6051035202924814,rr
1,0.013581037521362305,0.0027964115142822266,0.7878610331496878,-0.48946007916514456,-0.38559530061073166,0.7875967722287676,-0.6209632039104505,rr
2,0.01351308822631836,0.002782583236694336,0.7862138494568517,-0.4940687411840674,-0.3936630035697658,0.7861476087800088,-0.6274256956562791,rr
3,0.013532161712646484,0.0028133392333984375,0.7911703930213074,-0.49320538898261634,-0.3870973085652681,0.7907557187777091,-0.6221714462792938,rr
4,0.013524293899536133,0.0028200149536132812,0.7899999183670111,-0.48436067015240825,-0.3790864189007609,0.7897159700449865,-0.6156999422614565,rr
0,83.99070858955383,3.3769679069519043,0.9653730395148371,-0.15458742456181634,-0.06422780305483664,0.9653015032697296,-0.25343204819997933,svr
1,94.40080189704895,3.639777421951294,0.9664477782990449,-0.15425154792137166,-0.06240144313780475,0.9662766045056007,-0.24980280850663938,svr
2,87.60168242454529,3.382749080657959,0.970221788011418,-0.14884459958523072,-0.05498167798388967,0.9702202593653494,-0.23448172206781848,svr
3,83.61791896820068,3.481604814529419,0.9645181159842401,-0.1578793003613576,-0.06381647781962076,0.9643864980925548,-0.2526192348567717,svr
4,88.24225306510925,3.3923239707946777,0.9665414825003604,-0.15183416233214378,-0.062130170830896565,0.9665140526133955,-0.24925924422355245,svr
